canonical_name,EXPDATE,Received Qty,Invoice date,Product_MFG DATE,Actual Purchase Rate,max Rate,Conversion unit,sgstrate,SGST_amount,Invoice No,Supplier State,CGST_amount,cgstrate,Batch,cgst,Item Net Amount,Supplier GST,GST Perc,HSN Code,Taxable amount,,mrp,igst,Supplier Name
आस्था स्पेशल व्हाइट सेज धूप 10 नग,09-03-2027,12,09-07-2025,19-03-2025,5.88083333333333,5.88,PCS,2.5,1.76425,TI30171AAA2526,UK,1.764,2.5,ABBD250001,1.76,74.09,05AELPS3782C1ZD,5,33074100,70.56,,10,0,DEEPAK TRADERS
आस्था गुगल धूप 1 नग,11-05-2027,12,09-07-2025,11-06-2025,7.04916666666667,7.05,PCS,2.5,2.11475,TI30171AAA2526,UK,2.115,2.5,ABTA250002,2.12,88.83,05AELPS3782C1ZD,5,33074100,84.6,,20,0,DEEPAK TRADERS
आस्था लोबान धूप 1 नग,17-04-2026,12,09-07-2025,27-04-2024,7.04916666666667,7.05,PCS,2.5,2.11475,TI30171AAA2526,UK,2.115,2.5,ABSZ240008,2.12,88.83,05AELPS3782C1ZD,5,33074100,84.6,,20,0,DEEPAK TRADERS
आस्था प्रीमियम मोगरा धूप 20 नग,01-04-2027,12,09-07-2025,01-05-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWI250010,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था प्रीमियम रोज धूप 20 नग,30-04-2027,12,09-07-2025,30-05-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWJ250015,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था प्रीमियम डिलक्स धूप 20 नग,31-03-2027,12,09-07-2025,30-04-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWF250005,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था प्रीमियम चंदन धूप 20 नग,31-03-2027,12,09-07-2025,30-04-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWE250017,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था प्रीमियम लोबान धूप 20 नग,19-05-2027,12,09-07-2025,19-06-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWH250013,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था प्रीमियम गुगल धूप 20 नग,24-05-2027,12,09-07-2025,24-06-2025,21.16,21.16,PCS,2.5,6.348,TI30171AAA2526,UK,6.348,2.5,AAWG250023,6.35,266.62,05AELPS3782C1ZD,5,33074100,253.92,,35,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन बुद्ध 160 ग्राम,31-01-2027,6,09-07-2025,10-02-2025,79.3683333333333,79.37,PCS,2.5,11.90525,TI30171AAA2526,UK,11.9055,2.5,ACAG250003,11.91,500.03,05AELPS3782C1ZD,5,33074100,476.22,,135,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन लोबान 160 ग्राम,09-12-2026,1,09-07-2025,19-12-2024,79.38,79.37,PCS,2.5,1.9845,TI30171AAA2526,UK,1.98425,2.5,ABSY240024,1.98,83.34,05AELPS3782C1ZD,5,33074100,79.37,,135,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन लोबान 160 ग्राम,22-02-2027,5,09-07-2025,04-03-2025,79.37,79.37,PCS,2.5,9.92125,TI30171AAA2526,UK,9.92125,2.5,ABSY250003,9.92,416.69,05AELPS3782C1ZD,5,33074100,396.85,,135,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन गुगल 160 ग्राम,14-03-2027,6,09-07-2025,24-03-2025,79.3683333333333,79.37,PCS,2.5,11.90525,TI30171AAA2526,UK,11.9055,2.5,ABSX250004,11.91,500.03,05AELPS3782C1ZD,5,33074100,476.22,,135,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन वृन्दावन 160 ग्राम,08-02-2027,2,09-07-2025,18-02-2025,79.37,79.37,PCS,2.5,3.9685,TI30171AAA2526,UK,3.9685,2.5,ACBA250008,3.97,166.68,05AELPS3782C1ZD,5,33074100,158.74,,135,0,DEEPAK TRADERS
आस्था बैकफ्लो धूप कोन वृन्दावन 160 ग्राम,08-02-2027,4,09-07-2025,18-02-2025,79.3675,79.37,PCS,2.5,7.93675,TI30171AAA2526,UK,7.937,2.5,ACBA250008,7.94,333.35,05AELPS3782C1ZD,5,33074100,317.48,,135,0,DEEPAK TRADERS
आस्था चंदन ड्राई धूप कोन 20 ग्राम,10-01-2027,12,09-07-2025,20-01-2025,6.71916666666667,6.72,PCS,2.5,2.01575,TI30171AAA2526,UK,2.016,2.5,AAXG250001,2.02,84.67,05AELPS3782C1ZD,5,33074100,80.64,,20,0,DEEPAK TRADERS
आस्था गुगल ड्राई धूप कोन 20 ग्राम,21-11-2026,12,09-07-2025,01-12-2024,6.71916666666667,6.72,PCS,2.5,2.01575,TI30171AAA2526,UK,2.016,2.5,AAXH240011,2.02,84.67,05AELPS3782C1ZD,5,33074100,80.64,,20,0,DEEPAK TRADERS
आस्था मस्क कोन धूप 80 ग्राम,02-04-2028,6,09-07-2025,18-04-2025,28.53,28.53,PCS,2.5,4.2795,TI30171AAA2526,UK,4.2795,2.5,ABKA250004,4.28,179.74,05AELPS3782C1ZD,5,33074100,171.18,,55,0,DEEPAK TRADERS
आस्था रजनीगंधा कोन धूप 80 ग्राम,13-01-2028,6,09-07-2025,28-01-2025,28.53,28.53,PCS,2.5,4.2795,TI30171AAA2526,UK,4.2795,2.5,ABJY250001,4.28,179.74,05AELPS3782C1ZD,5,33074100,171.18,,55,0,DEEPAK TRADERS
आस्था चम्पा कोन धूप 200 ग्राम,14-12-2026,1,09-07-2025,24-12-2024,68.54,68.53,PCS,2.5,1.7135,TI30171AAA2526,UK,1.71325,2.5,AAUX240049,1.71,71.96,05AELPS3782C1ZD,5,33074100,68.53,,120,0,DEEPAK TRADERS
आस्था चम्पा कोन धूप 200 ग्राम,31-03-2027,2,09-07-2025,30-04-2025,68.525,68.53,PCS,2.5,3.42625,TI30171AAA2526,UK,3.4265,2.5,AAUX250010,3.43,143.91,05AELPS3782C1ZD,5,33074100,137.06,,120,0,DEEPAK TRADERS
आस्था कस्तूरी कोन धूप 200 ग्राम,31-01-2027,3,09-07-2025,10-02-2025,68.53,68.53,PCS,2.5,5.13975,TI30171AAA2526,UK,5.13975,2.5,ACAH250006,5.14,215.87,05AELPS3782C1ZD,5,33074100,205.59,,120,0,DEEPAK TRADERS
आस्था मोगरा कोन धूप 200 ग्राम,10-05-2027,3,09-07-2025,10-06-2025,68.53,68.53,PCS,2.5,5.13975,TI30171AAA2526,UK,5.13975,2.5,ACAI250012,5.14,215.87,05AELPS3782C1ZD,5,33074100,205.59,,120,0,DEEPAK TRADERS
आस्था बुके कोन धूप 200 ग्राम,07-03-2027,3,09-07-2025,17-03-2025,68.53,68.53,PCS,2.5,5.13975,TI30171AAA2526,UK,5.13975,2.5,AAWA250004,5.14,215.87,05AELPS3782C1ZD,5,33074100,205.59,,120,0,DEEPAK TRADERS
आस्था चंदन कोन धूप 200 ग्राम,23-04-2027,3,09-07-2025,23-05-2025,68.53,68.53,PCS,2.5,5.13975,TI30171AAA2526,UK,5.13975,2.5,AAUZ250016,5.14,215.87,05AELPS3782C1ZD,5,33074100,205.59,,120,0,DEEPAK TRADERS
आस्था रोज कोन धूप 200 ग्राम,19-05-2027,3,09-07-2025,19-06-2025,68.53,68.53,PCS,2.5,5.13975,TI30171AAA2526,UK,5.13975,2.5,AAUY250019,5.14,215.87,05AELPS3782C1ZD,5,33074100,205.59,,120,0,DEEPAK TRADERS
आस्था मस्क मेलन ड्राई धूप स्टिक 200 ग्राम,17-02-2027,3,09-07-2025,27-02-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ACBO250003,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था मैरीगोल्ड ड्राई धूप स्टिक 200 ग्राम,28-02-2026,3,09-07-2025,28-02-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ACBN250004,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था वैली ऑफ फ्लावर ड्राई धूप स्टिक 200 ग्राम,16-02-2027,3,09-07-2025,26-02-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ACBQ250001,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था लैवेंडर ड्राई धूप स्टिक 200 ग्राम,19-04-2027,3,09-07-2025,19-05-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ABHS250013,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था रजनीगंधा ड्राई धूप स्टिक 200 ग्राम,08-04-2027,3,09-07-2025,18-04-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ABHR250013,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था चंदन ड्राई धूप स्टिक 200 ग्राम,28-03-2027,3,09-07-2025,28-04-2025,70.55,70.55,PCS,2.5,5.29125,TI30171AAA2526,UK,5.29125,2.5,ABHQ250018,5.29,222.23,05AELPS3782C1ZD,5,33074100,211.65,,120,0,DEEPAK TRADERS
आस्था रोज ड्राई धूप स्टिक 200 ग्राम,05-05-2027,6,09-07-2025,05-06-2025,70.5516666666667,70.55,PCS,2.5,10.58275,TI30171AAA2526,UK,10.5825,2.5,ABHP250015,10.58,444.47,05AELPS3782C1ZD,5,33074100,423.3,,120,0,DEEPAK TRADERS
गाय का घी 100 एमएल,01-12-2025,48,09-07-2025,01-04-2025,77.3802083333333,77.38,PCS,6,222.855,TI30171AAA2526,UK,222.8544,6,NBHO250002,222.85,4159.95,05AELPS3782C1ZD,12,4059020,3714.24,,102,0,DEEPAK TRADERS
गाय का घी 200 एमएल,01-02-2026,47,09-07-2025,01-06-2025,134.29,134.29,PCS,6,378.6978,TI30171AAA2526,UK,378.6978,6,NBAI250008,378.7,7069.03,05AELPS3782C1ZD,12,4059020,6311.63,,165,0,DEEPAK TRADERS
आस्था गौमय हवन कुंड (30 नग 12 पीस पैक),31-03-2028,12,09-07-2025,30-04-2025,195.96,195.96,PCS,2.5,58.788,TI30171AAA2526,UK,58.788,2.5,ACBS250007,58.79,2469.1,05AELPS3782C1ZD,5,33074100,2351.52,,300,0,DEEPAK TRADERS
आस्था सरसों तेल 200 एमएल (बी),05-02-2026,12,09-07-2025,10-02-2025,37.1,37.1,PCS,2.5,11.13,TI30171AAA2526,UK,11.13,2.5,NCAD250001,11.13,467.46,05AELPS3782C1ZD,5,15149920,445.2,,43,0,DEEPAK TRADERS
दसांगम 50 ग्राम,18-02-2026,12,09-07-2025,06-03-2023,30.3,30.3,PCS,2.5,9.09,TI30171AAA2526,UK,9.09,2.5,A6Q2300002,9.09,381.78,05AELPS3782C1ZD,5,33074100,363.6,,55,0,DEEPAK TRADERS
आस्था अष्टगंध 25 ग्राम,15-08-2029,24,09-07-2025,10-09-2024,23.3404166666667,23.34,PCS,2.5,14.00425,TI30171AAA2526,UK,14.004,2.5,ABVZ240004,14,588.17,05AELPS3782C1ZD,5,33074900,560.16,,45,0,DEEPAK TRADERS
आस्था चंदन पाउच 20 ग्राम,02-10-2027,60,09-07-2025,17-10-2024,6.17,6.17,PCS,0,0,TI30171AAA2526,UK,0,0,ABVU240009,0,370.2,05AELPS3782C1ZD,0,33049940,370.2,,15,0,DEEPAK TRADERS
आस्था गौमय समिधा 12 नग,01-02-2027,24,09-07-2025,29-03-2025,38.3404166666667,38.34,PCS,2.5,23.00425,TI30171AAA2526,UK,23.004,2.5,GSN2500004,23,966.17,05AELPS3782C1ZD,5,31010091,920.16,,50,0,DEEPAK TRADERS
आस्था घी बत्ती 30 नग,22-04-2027,12,09-07-2025,22-05-2025,62.6308333333333,62.63,PCS,6,45.0942,TI30171AAA2526,UK,45.0936,6,ABLY250005,45.09,841.75,05AELPS3782C1ZD,12,59080010,751.56,,100,0,DEEPAK TRADERS
आस्था पूजा गोपी चंदन 25 ग्राम,17-07-2027,36,09-07-2025,28-01-2025,18.02,18.02,PCS,0,0,TI30171AAA2526,UK,0,0,A8D2500003,0,648.72,05AELPS3782C1ZD,0,33049940,648.72,,25,0,DEEPAK TRADERS
आस्था कलावा 1 नग,16-08-2027,12,09-07-2025,31-08-2024,7.51,7.51,PCS,0,0,TI30171AAA2526,UK,0,0,ABXB240001,0,90.12,05AELPS3782C1ZD,0,52042090,90.12,,15,0,DEEPAK TRADERS
आस्था कलावा 1 नग,19-08-2027,24,09-07-2025,03-09-2024,7.51,7.51,PCS,0,0,TI30171AAA2526,UK,0,0,ABXB240003,0,180.24,05AELPS3782C1ZD,0,52042090,180.24,,15,0,DEEPAK TRADERS
आस्था चंदन तिलक 25 ग्राम,29-10-2027,36,09-07-2025,29-05-2025,18.02,18.02,PCS,0,0,TI30171AAA2526,UK,0,0,A7D2500014,0,648.72,05AELPS3782C1ZD,0,33049940,648.72,,25,0,DEEPAK TRADERS
आस्था रोली 25 ग्राम,30-10-2027,36,09-07-2025,30-05-2025,18.02,18.02,PCS,0,0,TI30171AAA2526,UK,0,0,A6D2500012,0,648.72,05AELPS3782C1ZD,0,33049940,648.72,,25,0,DEEPAK TRADERS
आस्था रोली पाउच 20 ग्राम,18-09-2027,60,09-07-2025,03-10-2024,6.17,6.17,PCS,0,0,TI30171AAA2526,UK,0,0,ABVT240010,0,370.2,05AELPS3782C1ZD,0,33049940,370.2,,15,0,DEEPAK TRADERS
आस्था सम्ब्राणी कप,14-04-2030,20,09-07-2025,14-05-2025,67.1895,67.19,PCS,2.5,33.59475,TI30171AAA2526,UK,33.595,2.5,A5R2500021,33.6,1410.99,05AELPS3782C1ZD,5,33074100,1343.8,,100,0,DEEPAK TRADERS
आस्था सम्ब्राणी स्टिक 72 नग,21-03-2030,4,09-07-2025,21-04-2025,51.99,51.99,PCS,2.5,5.199,TI30171AAA2526,UK,5.199,2.5,ABWA250017,5.2,218.36,05AELPS3782C1ZD,5,33074100,207.96,,80,0,DEEPAK TRADERS
आस्था हवन स्टिक केसर-चंदन 20 नग,13-02-2030,6,09-07-2025,11-03-2025,56.4383333333333,56.44,PCS,2.5,8.46575,TI30171AAA2526,UK,8.466,2.5,ABXL250007,8.47,355.57,05AELPS3782C1ZD,5,33074100,338.64,,80,0,DEEPAK TRADERS
आस्था हवन कप केसर-चंदन,31-03-2028,6,09-07-2025,30-04-2025,70.5516666666667,70.55,PCS,2.5,10.58275,TI30171AAA2526,UK,10.5825,2.5,ABOJ250015,10.58,444.47,05AELPS3782C1ZD,5,33074100,423.3,,120,0,DEEPAK TRADERS
पारम्परिक गेहूँ का आटा 5 किलो (यूके),01-11-2025,8,16-07-2025,04-07-2025,196.47125,196.47,PCS,2.5,39.29425,TI2000AAA2526,UK,39.294,2.5,PDBKQ25006,39.29,1650.35,05AAECK5765H1ZE,5,11010000,1571.76,,230,0,KANHA JI DISTRIBUTORS
दूध बिस्कुट 35 ग्राम,09-01-2026,200,16-07-2025,13-07-2025,3.61,3.61,PCS,9,64.98,TI2000AAA2526,UK,64.98,9,GH25/BP1,64.98,851.96,05AAECK5765H1ZE,18,19053100,722,,5,0,KANHA JI DISTRIBUTORS
दूध बिस्कुट 70 ग्राम,08-01-2026,100,16-07-2025,12-07-2025,7.23,7.23,PCS,9,65.07,TI2000AAA2526,UK,65.07,9,GF25/BP1,65.07,853.14,05AAECK5765H1ZE,18,19053100,723,,10,0,KANHA JI DISTRIBUTORS
आटा नूडल्स देसी मसाला 60 ग्राम,18-03-2026,96,16-07-2025,21-06-2025,8.58,8.58,PCS,6,49.4208,TI2000AAA2526,UK,49.4208,6,DM210625,49.42,922.52,05AAECK5765H1ZE,12,19022090,823.68,,12,0,KANHA JI DISTRIBUTORS
दिव्य अर्जुन क्वाथ 100 ग्राम,15-03-2027,50,16-07-2025,15-04-2025,27.7798,27.78,PCS,2.5,34.72475,TI2000AAA2526,UK,34.725,2.5,AARK250036,34.73,1458.45,05AAECK5765H1ZE,5,30049011,1389,,35,0,KANHA JI DISTRIBUTORS
सेंधा नमक 1 किलो,19-02-2027,25,16-07-2025,01-03-2025,40.36,40.36,PCS,0,0,TI2000AAA2526,UK,0,0,SRS25/03,0,1009,05AAECK5765H1ZE,0,25010010,1009,,60,0,KANHA JI DISTRIBUTORS
मुरमुरा 500 ग्राम,11-06-2026,20,16-07-2025,16-06-2025,51.9495,51.95,PCS,2.5,25.97475,TI2000AAA2526,UK,25.975,2.5,VPRM250025,25.98,1090.95,05AAECK5765H1ZE,5,19041020,1039,,60,0,KANHA JI DISTRIBUTORS
दिव्य अश्वगंधा चूर्ण 100 ग्राम,31-03-2027,25,16-07-2025,01-04-2025,75.0032,75,PCS,2.5,46.877,TI2000AAA2526,UK,46.875,2.5,AAGC250028,46.88,1968.84,05AAECK5765H1ZE,5,30049011,1875.08,,105,0,KANHA JI DISTRIBUTORS
सूजी 500 ग्राम,14-10-2025,28,16-07-2025,16-06-2025,27.9203571428571,27.92,PCS,2.5,19.54425,TI2000AAA2526,UK,19.544,2.5,PDR8250031,19.54,820.85,05AAECK5765H1ZE,5,11010000,781.76,,38,0,KANHA JI DISTRIBUTORS
सूजी 500 ग्राम,18-10-2025,2,16-07-2025,20-06-2025,27.915,27.92,PCS,2.5,1.39575,TI2000AAA2526,UK,1.396,2.5,PDR8250032,1.4,58.63,05AAECK5765H1ZE,5,11010000,55.84,,38,0,KANHA JI DISTRIBUTORS
जायपत्र (A4 75 GSM) – प्रिंट पेपर,27-05-2026,10,16-07-2025,27-06-2025,176.43,176.43,PCS,6,105.858,TI2000AAA2526,UK,105.858,6,2500000038,105.86,1976.02,05AAECK5765H1ZE,12,48201090,1764.3,,350,0,KANHA JI DISTRIBUTORS
स्पेशल च्यवनप्राश 1 किलो,24-11-2027,12,16-07-2025,09-12-2024,217.905833333333,217.91,PCS,6,156.8922,TI2000AAA2526,UK,156.8952,6,ACZ2400023,156.89,2928.65,05AAECK5765H1ZE,12,30049011,2614.87,,360,0,KANHA JI DISTRIBUTORS
आँवला कैंडी 250 ग्राम,05-06-2026,24,16-07-2025,05-06-2025,61.695,61.7,PCS,2.5,37.017,TI2000AAA2526,UK,37.02,2.5,ABLX250045,37.02,1554.72,05AAECK5765H1ZE,5,8112010,1480.68,,90,0,KANHA JI DISTRIBUTORS
ब्राउन बासमती चावल 1 किलो (पाउच),14-05-2027,20,21-08-2025,14-06-2025,93.66,93.66,PCS,2.5,46.83,TI2602AAA2526,UK,46.83,2.5,E7E2500003,46.83,1966.86,05AAECK5765H1ZE,5,10063020,1873.2,,140,0,KANHA JI DISTRIBUTORS
बासमती चावल 1 किलो (सिल्वर),09-04-2027,20,21-08-2025,09-05-2025,77.98,77.98,PCS,2.5,38.99,TI2602AAA2526,UK,38.99,2.5,EKM2500005,38.99,1637.58,05AAECK5765H1ZE,5,10063020,1559.6,,130,0,KANHA JI DISTRIBUTORS
आँवला जूस 1 लीटर,05-07-2026,12,21-08-2025,05-07-2025,94.0016666666667,94,PCS,6,67.6812,TI2602AAA2526,UK,67.68,6,ACCT250076,67.68,1263.38,05AAECK5765H1ZE,12,30049011,1128.02,,150,0,KANHA JI DISTRIBUTORS
सूजी इलायची रस्क 300 ग्राम,04-12-2025,24,21-08-2025,07-07-2025,40.8,40.8,PCS,2.5,24.48,TI2602AAA2526,UK,24.48,2.5,GB25/SGB,24.48,1028.16,05AAECK5765H1ZE,5,19054000,979.2,,50,0,KANHA JI DISTRIBUTORS
मधुरम 1 किलो,08-07-2026,30,21-08-2025,08-07-2025,69.25,69.25,PCS,2.5,51.9375,TI2602AAA2526,UK,51.9375,2.5,AHG2500154,51.94,2181.38,05AAECK5765H1ZE,5,17011410,2077.5,,85,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (बी),06-08-2026,12,21-08-2025,11-08-2025,173.670833333333,173.67,PCS,2.5,52.10125,TI2602AAA2526,UK,52.101,2.5,N1B2500104,52.1,2188.25,05AAECK5765H1ZE,5,15149920,2084.05,,205,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (पाउच),20-07-2026,36,21-08-2025,25-07-2025,165.123333333333,165.12,PCS,2.5,148.611,TI2602AAA2526,UK,148.608,2.5,N2B2500058,148.61,6241.66,05AAECK5765H1ZE,5,15149920,5944.44,,195,0,KANHA JI DISTRIBUTORS
दिव्य अर्जुनारिष्ट 450 एमएल,14-05-2035,20,21-08-2025,14-06-2025,89.7645,92.06,PCS,2.5,44.88225,TI2602AAA2526,UK,46.03,2.5,AJN250021,44.88,1885.05,05AAECK5765H1ZE,5,30049011,1795.28,,145,0,KANHA JI DISTRIBUTORS
गिलोय जूस 500 एमएल,02-07-2026,12,21-08-2025,02-07-2025,57.6808333333333,57.68,PCS,6,41.5302,TI2602AAA2526,UK,41.5296,6,PFY2500012,41.53,775.23,05AAECK5765H1ZE,12,30049011,692.17,,90,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (पाउच),20-07-2026,12,21-08-2025,25-07-2025,165.1225,165.12,PCS,2.5,49.53675,TI2602AAA2526,UK,49.536,2.5,N2B2500058,49.54,2080.55,05AAECK5765H1ZE,5,15149920,1981.48,,195,0,KANHA JI DISTRIBUTORS
सोयाबीन तेल 1 लीटर (फोर्टिफाइड) (पाउच),04-04-2026,12,21-08-2025,08-07-2025,141.06,141.06,PCS,2.5,42.318,TI2602AAA2526,UK,42.318,2.5,BR2B250013,42.32,1777.36,05AAECK5765H1ZE,5,15079010,1692.72,,165,0,KANHA JI DISTRIBUTORS
एलोवेरा फाइबर जूस 1 लीटर,02-03-2026,12,21-08-2025,05-06-2025,137.869166666667,137.87,PCS,6,99.2658,TI2602AAA2526,UK,99.2664,6,ACCR250072,99.27,1852.97,05AAECK5765H1ZE,12,30049011,1654.44,,220,0,KANHA JI DISTRIBUTORS
वर्मिसेली रोस्टेड 400 ग्राम,01-07-2026,45,21-08-2025,06-07-2025,34.7322222222222,34.73,PCS,2.5,39.07375,TI2602AAA2526,UK,39.07125,2.5,BVR4060725,39.07,1641.09,05AAECK5765H1ZE,5,19021900,1562.94,,45,0,KANHA JI DISTRIBUTORS
मखाना 250 ग्राम,21-05-2026,16,21-08-2025,25-07-2025,414.3,414.3,PCS,2.5,165.72,TI2602AAA2526,UK,165.72,2.5,AALI250040,165.72,6960.24,05AAECK5765H1ZE,5,8029000,6628.8,,485,0,KANHA JI DISTRIBUTORS
तिल का तेल 1 लीटर (बी),02-05-2026,24,21-08-2025,05-08-2025,200.658333333333,200.66,PCS,2.5,120.395,TI2602AAA2526,UK,120.396,2.5,JACQ250065,120.4,5056.6,05AAECK5765H1ZE,5,15155091,4815.81,,260,0,KANHA JI DISTRIBUTORS
नवरत्न आटा 2 किलो,08-02-2026,20,21-08-2025,12-08-2025,146.841,146.84,PCS,2.5,73.4205,TI2602AAA2526,UK,73.42,2.5,AHV2500027,73.42,3083.66,05AAECK5765H1ZE,5,11010000,2936.81,,180,0,KANHA JI DISTRIBUTORS
शक्ति राइस एक्सएक्सएल मिनी मोगरा-2 10 किलो,14-08-2026,4,21-08-2025,24-08-2024,355.01,355.01,PCS,2.5,35.501,TI2602AAA2526,UK,35.501,2.5,E6M2400006,35.5,1491.04,05AAECK5765H1ZE,5,10063090,1420.04,,720,0,KANHA JI DISTRIBUTORS
दिव्य गोधान अर्क 450 एमएल,05-06-2026,20,21-08-2025,05-07-2025,40.179,41.07,PCS,6,48.2148,TI2602AAA2526,UK,49.284,6,AGDA250032,48.21,900,05AAECK5765H1ZE,12,30049011,803.57,,60,0,KANHA JI DISTRIBUTORS
क्रीमफीस्ट चोको बिस्कुट 32.5 ग्राम,29-01-2026,144,21-08-2025,02-08-2025,3.60993055555556,3.61,PCS,9,46.7847,TI2602AAA2526,UK,46.7856,9,H225/BP1,46.79,613.41,05AAECK5765H1ZE,18,19053100,519.84,,5,0,KANHA JI DISTRIBUTORS
दंत कांति नैचुरल 200x3 बिग सेवर पैक,14-07-2027,24,21-08-2025,24-07-2025,210.520416666667,217.03,PCS,9,454.7241,TI2602AAA2526,UK,468.7848,9,AAPW250021,454.72,5961.93,05AAECK5765H1ZE,18,33061020,5052.48,,295,0,KANHA JI DISTRIBUTORS
दंत कांति नेचुरल टूथपेस्ट 100 ग्राम,05-07-2027,144,21-08-2025,15-07-2025,45.46,45.46,PCS,9,589.1616,TI2602AAA2526,UK,589.1616,9,AAQA250077,589.16,7724.56,05AAECK5765H1ZE,18,33061020,6546.24,,63,0,KANHA JI DISTRIBUTORS
सब्जी मसाला 100 ग्राम,26-06-2026,30,21-08-2025,26-06-2025,40.0493333333333,40.05,PCS,2.5,30.037,TI2602AAA2526,UK,30.0375,2.5,AFI2500016,30.04,1261.56,05AAECK5765H1ZE,5,9109100,1201.49,,65,0,KANHA JI DISTRIBUTORS
गिलोय जूस 500 एमएल,30-07-2026,12,21-08-2025,30-07-2025,57.6808333333333,57.68,PCS,6,41.5302,TI2602AAA2526,UK,41.5296,6,PFY2500014,41.53,775.23,05AAECK5765H1ZE,12,30049011,692.17,,90,0,KANHA JI DISTRIBUTORS
दिव्य अनुतैल 20 एमएल,10-05-2028,20,21-08-2025,10-06-2025,28.57,29.2,PCS,2.5,14.285,TI2603AAA2526,UK,14.6,2.5,BANT250012,14.29,599.98,05AAECK5765H1ZE,5,30049011,571.41,,40,0,KANHA JI DISTRIBUTORS
गाय का पूरा दूध पाउडर 500 ग्राम,05-12-2025,12,21-08-2025,05-07-2025,190.910833333333,190.91,PCS,2.5,57.27325,TI2603AAA2526,UK,57.273,2.5,BLB2500007,57.27,2405.47,05AAECK5765H1ZE,5,4021090,2290.92,,235,0,KANHA JI DISTRIBUTORS
शतावर चूर्ण 100 ग्राम,03-06-2026,10,21-08-2025,03-07-2025,137.103,140.15,PCS,2.5,34.27575,TI2603AAA2526,UK,35.0375,2.5,ABEE250061,34.28,1439.59,05AAECK5765H1ZE,5,30049011,1371.03,,200,0,KANHA JI DISTRIBUTORS
त्रिफला चूर्ण 100 ग्राम,01-06-2027,25,21-08-2025,01-07-2025,28.57,29.2,PCS,2.5,17.85625,TI2603AAA2526,UK,18.25,2.5,ATPC250076,17.86,749.97,05AAECK5765H1ZE,5,30049011,714.26,,40,0,KANHA JI DISTRIBUTORS
चंद्रप्रभा वटी 40 टैबलेट,21-04-2030,20,21-08-2025,21-05-2025,34.1295,34.13,PCS,2.5,17.06475,TI2603AAA2526,UK,17.065,2.5,BCPV250085,17.07,716.73,05AAECK5765H1ZE,5,30049011,682.6,,43,0,KANHA JI DISTRIBUTORS
त्रिफला गुग्गुल 40 टैबलेट,31-03-2030,20,21-08-2025,30-04-2025,31.7495,31.75,PCS,2.5,15.87475,TI2603AAA2526,UK,15.875,2.5,BTPG250017,15.88,666.75,05AAECK5765H1ZE,5,30049011,635,,40,0,KANHA JI DISTRIBUTORS
दिव्य कंथमृत च्यूएबल 80 नग,15-03-2028,10,21-08-2025,15-04-2025,50.225,51.35,PCS,6,30.135,TI2603AAA2526,UK,30.81,6,ADKT250014,30.14,562.53,05AAECK5765H1ZE,12,30049011,502.26,,75,0,KANHA JI DISTRIBUTORS
