mcat,display_code,remarks,ORDER_ID,brand,vertical,division,grndate,Item alias,HSN code,Received Qty,Purchase rate,Selling,mrp,Item Discount,Batch No,Mfg date,status,GRN No,Taxable amount,Conversion Unit,GST Perc,cgst,sgst,igst,Supplier Name,,,Item name,Conversion Factor,EXPDATE,QTY in Pcs,Inv date,Item Net Amount,Qty in CLD,Supplier Payable,Discount%,Ship Name,cgstrate,sgstrate,igstrate,LD,LDP,CESS_AMT,CESS_PER,Branch,Inv No,Supplier Code,Supplier State,Supplier GST,Supplier Channel,companyid,SecondaryDiscountPercent,BaseSecondaryDiscount,Actual Purchase Rate,warehouse,WAREHOUSE ADDRESS,forwardscheme,tcs_per,tcs_amt,baseprimarydiscount,primarydiscountpercent
Open,,,PO10AAA2526,DASANGAM-50 GM,OTHER,AASTHA DIVISION,15-07-2025,9963000004,33074100,12,30.3,0,55,0,A6Q2300002,06-03-2023,,PI20AAA2526,363.6,PCS,5,9.09,9.09,0,DEEPAK TRADERS,AASTHA DASANGAM 50 GM,आस्था दशांगम 50 ग्राम,AASTHA DASANGAM 50 GM,288,18-02-2026,12,09-07-2025,381.78,0.04,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,30.3,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,ASHTAGANDHA,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,74147,33074900,24,23.34,0,45,0,ABVZ240004,10-09-2024,,PI20AAA2526,560.16,PCS,5,14,14,0,DEEPAK TRADERS,AASTHA ASHTAGANDHA -25 GM,आस्था अष्टगंध 25 ग्राम,AASTHA ASHTAGANDHA -25 GM,288,15-08-2029,24,09-07-2025,588.17,0.08,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,23.34,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,CHANDAN-POUCH,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,9963000397,33049940,60,6.17,0,15,0,ABVU240009,17-10-2024,,PI20AAA2526,370.2,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA CHANDAN (POUCH)-20G,आस्था चंदन (पाउच) 20 ग्राम,AASTHA CHANDAN (POUCH)-20G,432,02-10-2027,60,09-07-2025,370.2,0.14,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,6.17,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,GAUMAYA-110G,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,8861000094,31010091,24,38.34,0,50,0,GSN2500004,29-03-2025,,PI20AAA2526,920.16,PCS,5,23,23,0,DEEPAK TRADERS,AASTHA GAUMAYA SAMIDHA 12N -T,आस्था गौमय समिधा 12 नग,AASTHA GAUMAYA SAMIDHA 12N -T,12,01-02-2027,24,09-07-2025,966.17,2,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,38.34,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,GHEE- BATTI 30N,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,9963000322,59080010,12,62.63,0,100,0,ABLY250005,22-05-2025,,PI20AAA2526,751.56,PCS,12,45.09,45.09,0,DEEPAK TRADERS,AASTHA GHEE BATTI - 30N,आस्था घी बत्ती 30 नग,AASTHA GHEE BATTI - 30N,96,22-04-2027,12,09-07-2025,841.75,0.13,272070,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,62.63,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,GOPI CHANDAN -25 GM,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,70501,33049940,36,18.02,0,25,0,A8D2500003,28-01-2025,,PI20AAA2526,648.72,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA POOJA GOPI CHANDAN 25 GM,आस्था पूजा गोपी चंदन 25 ग्राम,AASTHA POOJA GOPI CHANDAN 25 GM,288,17-07-2027,36,09-07-2025,648.72,0.13,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,18.02,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,KALAWA,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,74429,52042090,12,7.51,0,15,0,ABXB240001,31-08-2024,,PI20AAA2526,90.12,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA KALAWA -1N,आस्था कलावा 1 नग,AASTHA KALAWA -1N,432,16-08-2027,12,09-07-2025,90.12,0.03,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,7.51,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,KALAWA,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,74429,52042090,24,7.51,0,15,0,ABXB240003,03-09-2024,,PI20AAA2526,180.24,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA KALAWA -1N,आस्था कलावा 1 नग,AASTHA KALAWA -1N,432,19-08-2027,24,09-07-2025,180.24,0.06,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,7.51,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,KESHRI CHANDAN -25 GM,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,9963000100,33049940,36,18.02,0,25,0,A7D2500014,29-05-2025,,PI20AAA2526,648.72,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA CHANDAN TIKA 25 GM,आस्था चंदन टीका 25 ग्राम,AASTHA CHANDAN TIKA  25 GM,288,29-10-2027,36,09-07-2025,648.72,0.13,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,18.02,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,ROLI - 25 GM,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,9963000098,33049940,36,18.02,0,25,0,A6D2500012,30-05-2025,,PI20AAA2526,648.72,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA ROLI 25 GM,आस्था रोली 25 ग्राम,AASTHA ROLI 25 GM,288,30-10-2027,36,09-07-2025,648.72,0.13,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,18.02,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,ROLI-POUCH,POOJA SAMAGRI,AASTHA DIVISION,15-07-2025,74432,33049940,60,6.17,0,15,0,ABVT240010,03-10-2024,,PI20AAA2526,370.2,PCS,0,0,0,0,DEEPAK TRADERS,AASTHA ROLI (POUCH)-20G,आस्था रोली (पाउच) 20 ग्राम,AASTHA ROLI (POUCH)-20G,432,18-09-2027,60,09-07-2025,370.2,0.14,272070,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,6.17,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,SAMBRANI-CUP,SAMBRANI,AASTHA DIVISION,15-07-2025,9963000159,33074100,20,67.19,0,100,0,A5R2500021,14-05-2025,,PI20AAA2526,1343.8,PCS,5,33.6,33.6,0,DEEPAK TRADERS,AASTHA SAMBRANI CUP,आस्था संभरणी कप,AASTHA SAMBRANI CUP,96,14-04-2030,20,09-07-2025,1410.99,0.21,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,67.19,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,SAMBRANI-STICK,SAMBRANI,AASTHA DIVISION,15-07-2025,9963000405,33074100,4,51.99,0,80,0,ABWA250017,21-04-2025,,PI20AAA2526,207.96,PCS,5,5.2,5.2,0,DEEPAK TRADERS,AASTHA SAMBRANI STICK (72 PC),आस्था संभरणी स्टिक (72 नग),AASTHA SAMBRANI STICK (72 PC),72,21-03-2030,4,09-07-2025,218.36,0.06,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,51.99,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,SAMBRANI STICK-SAFFRON SANDAL,SAMBRANI,AASTHA DIVISION,15-07-2025,9963000406,33074100,6,56.44,0,80,0,ABXL250007,11-03-2025,,PI20AAA2526,338.64,PCS,5,8.47,8.47,0,DEEPAK TRADERS,AASTHA HAWAN STICK SAFFRON SANDAL-20N,आस्था हवन स्टिक केसर चंदन 20 नग,AASTHA HAWAN STICK SAFFRON SANDAL-20N,72,13-02-2030,6,09-07-2025,355.57,0.08,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,56.44,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO10AAA2526,SAM.CUP-SAFFRON,SAMBRANI,AASTHA DIVISION,15-07-2025,9963000333,33074100,6,70.55,0,120,0,ABOJ250015,30-04-2025,,PI20AAA2526,423.3,PCS,5,10.58,10.58,0,DEEPAK TRADERS,AASTHA HAWAN CUP SAFFRON SANDAL,आस्था हवन कप केसर चंदन,AASTHA HAWAN CUP SAFFRON SANDAL,96,31-03-2028,6,09-07-2025,444.47,0.06,272070,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI30171AAA2526,110997,5,05AELPS3782C1ZD,,500875,0,0,70.55,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,ATTA,FLOUR & SUGAR,FOOD,20-07-2025,180022362,11010000,1,196.47,0,230,0,PDBKQ25006,04-07-2025,,PI21AAA2526,1571.76,Carton,5,39.29,39.29,0,KANHA JI DISTRIBUTORS,TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),8,01-11-2025,8,16-07-2025,1650.35,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,196.47,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,20-07-2025,180005515,19053100,1,3.61,0,5,0,GH25/BP1,13-07-2025,,PI21AAA2526,722,Carton,18,64.98,64.98,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),200,09-01-2026,200,16-07-2025,851.96,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,3.61,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,20-07-2025,180005517,19053100,1,7.23,0,10,0,GF25/BP1,12-07-2025,,PI21AAA2526,723,Carton,18,65.07,65.07,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),100,08-01-2026,100,16-07-2025,853.14,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,7.23,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,NOODLES,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,20-07-2025,150001119,19022090,1,8.58,0,12,0,DM210625,21-06-2025,,PI21AAA2526,823.68,Carton,12,49.42,49.42,0,KANHA JI DISTRIBUTORS,ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,96,18-03-2026,96,16-07-2025,922.52,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,8.58,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,PO12AAA2526,ASAV & KWATH,MEDICINES,PHARMACY,20-07-2025,8857000044,30049011,1,27.78,0,35,0,AARK250036,15-04-2025,,PI21AAA2526,1389,Carton,5,34.73,34.73,0,KANHA JI DISTRIBUTORS,DIVYA ARJUN KWATH 100G,दिव्य अर्जुन क्वाथ 100 ग्राम,DIVYA ARJUN KWATH 100G,50,15-03-2027,50,16-07-2025,1458.45,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,27.78,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,NAMAK,FLOUR & SUGAR,FOOD,20-07-2025,150000831,25010010,1,40.36,0,60,0,SRS25/03,01-03-2025,,PI21AAA2526,1009,Carton,0,0,0,0,KANHA JI DISTRIBUTORS,SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,SENDHA NAMAK 1 KG - T,25,19-02-2027,25,16-07-2025,1009,1,-10298287.24,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.36,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,PO12AAA2526,DIET FOOD,EXCLUSIVE RETAIL,FOOD,20-07-2025,150000857,19041020,1,51.95,0,60,0,VPRM250025,16-06-2025,,PI21AAA2526,1039,Carton,5,25.98,25.98,0,KANHA JI DISTRIBUTORS,MURMURA 500 GM - T,मुरमुरा 500 ग्राम,MURMURA 500 GM - T,20,11-06-2026,20,16-07-2025,1090.95,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,51.95,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,20-07-2025,8857000041,30049011,25,81.67,0,105,166.67,AAGC250028,01-04-2025,,PI21AAA2526,1875.08,PCS,5,46.88,46.88,0,KANHA JI DISTRIBUTORS,DIVYA ASHWAGANDHA CHURNA - 100 GM,दिव्य अश्वगंधा चूर्ण 100 ग्राम,DIVYA ASHWAGANDHA CHURNA - 100 GM,100,31-03-2027,25,16-07-2025,1968.84,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,75,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,SUJI,FLOUR & SUGAR,FOOD,20-07-2025,180002751,11010000,28,27.92,0,38,0,PDR8250031,16-06-2025,,PI21AAA2526,781.76,PCS,5,19.54,19.54,0,KANHA JI DISTRIBUTORS,SOOJI - 500 GM,सूजी 500 ग्राम,SOOJI - 500 GM,30,14-10-2025,28,16-07-2025,820.85,0.93,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,27.92,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,SUJI,FLOUR & SUGAR,FOOD,20-07-2025,180002751,11010000,2,27.92,0,38,0,PDR8250032,20-06-2025,,PI21AAA2526,55.84,PCS,5,1.4,1.4,0,KANHA JI DISTRIBUTORS,SOOJI - 500 GM,सूजी 500 ग्राम,SOOJI - 500 GM,30,18-10-2025,2,16-07-2025,58.63,0.07,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,27.92,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,BOOKS  ,BOOKS,OTHERS,20-07-2025,9961000051,48201090,1,176.43,0,350,0,2500000038,27-06-2025,,PI21AAA2526,1764.3,Carton,12,105.86,105.86,0,KANHA JI DISTRIBUTORS,GYANPATH OPTICLEAR 75 GSM A4,ज्ञानपथ ऑप्टिक्लियर 75 जीएसएम ए4,GYANPATH OPTICLEAR 75 GSM A4,10,27-05-2026,10,16-07-2025,1976.02,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,176.43,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,CHYAWANPRASH,JUICES & NATURAL BEVERAGES,FOOD,20-07-2025,180002816,30049011,1,256.36,0,360,461.45,ACZ2400023,09-12-2024,,PI21AAA2526,2614.87,Carton,12,156.89,156.89,0,KANHA JI DISTRIBUTORS,SPECIAL CHYAWANPRASH 1 KG,विशेष च्यवनप्राश 1 किग्रा,SPECIAL CHYAWANPRASH 1 KG,12,24-11-2027,12,16-07-2025,2928.65,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,217.91,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO12AAA2526,MURRABBA & CANDY,JUICES & NATURAL BEVERAGES,FOOD,20-07-2025,180002713,8112010,1,68.55,0,90,164.52,ABLX250045,05-06-2025,,PI21AAA2526,1480.68,Carton,5,37.02,37.02,0,KANHA JI DISTRIBUTORS,AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,AMLA CANDY 250 G,24,05-06-2026,24,16-07-2025,1554.72,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2000AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,61.7,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,RICE,RICE/PULSES/SPICES,FOOD,01-09-2025,9955000055,10063020,1,93.66,93.66,140,0,E7E2500003,14-06-2025,,PI22AAA2526,1873.2,Carton,5,46.83,46.83,0,KANHA JI DISTRIBUTORS,BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,BROWN BASMATI RICE POUCH 1 KG,20,14-05-2027,20,21-08-2025,1966.86,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,93.66,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,RICE,RICE/PULSES/SPICES,FOOD,01-09-2025,9955000249,10063020,1,77.98,77.98,130,0,EKM2500005,09-05-2025,,PI22AAA2526,1559.6,Carton,5,38.99,38.99,0,KANHA JI DISTRIBUTORS,BASMATI RICE 1 KG(SILVER) - (NEW),बासमती चावल 1 किग्रा (सिल्वर) (नया),BASMATI RICE 1 KG(SILVER) - (NEW),20,09-04-2027,20,21-08-2025,1637.58,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,77.98,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,AMLA JUICE,JUICES & NATURAL BEVERAGES,FOOD,01-09-2025,180030993,30049011,1,106.82,106.82,150,153.82,ACCT250076,05-07-2025,,PI22AAA2526,1128.02,Carton,12,67.68,67.68,0,KANHA JI DISTRIBUTORS,AMLA JUICE 1 L (NEW),आंवला रस 1 लीटर (नया),AMLA JUICE 1 L (NEW),12,05-07-2026,12,21-08-2025,1263.38,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,94,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,RUSK,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,01-09-2025,150001016,19054000,1,40.8,40.8,50,0,GB25/SGB,07-07-2025,,PI22AAA2526,979.2,Carton,5,24.48,24.48,0,KANHA JI DISTRIBUTORS,SUJI ELAICHI RUSK 300 GM - T,सूजी इलायची रस्क 300 ग्राम,SUJI ELAICHI RUSK 300 GM - T,24,04-12-2025,24,21-08-2025,1028.16,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.8,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,MADHURAM,FLOUR & SUGAR,FOOD,01-09-2025,180002928,17011410,1,69.25,69.25,85,0,AHG2500154,08-07-2025,,PI22AAA2526,2077.5,Carton,5,51.94,51.94,0,KANHA JI DISTRIBUTORS,MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,MADHURAM 1 KG,30,08-07-2026,30,21-08-2025,2181.38,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,69.25,Main Warehouse,ktm,0,0,0,3.5,5
Open,PAL AK,PAL AK,PO13AAA2526,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,01-09-2025,180003017,15149920,1,176.89,176.89,205,38.63,N1B2500104,11-08-2025,,PI22AAA2526,2084.05,Carton,5,52.1,52.1,0,KANHA JI DISTRIBUTORS,MUSTARD OIL 1 L (B)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (B)-T,12,06-08-2026,12,21-08-2025,2188.25,1,-10298287.24,1.82,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,173.67,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,01-09-2025,180003018,15149920,3,168.27,168.27,195,113.28,N2B2500058,25-07-2025,,PI22AAA2526,5944.44,Carton,5,148.61,148.61,0,KANHA JI DISTRIBUTORS,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,12,20-07-2026,36,21-08-2025,6241.66,3,-10298287.24,1.87,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,165.12,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,01-09-2025,8857000062,30049011,1,112.78,112.78,145,460.32,AJN250021,14-06-2025,,PI22AAA2526,1795.28,Carton,5,44.88,44.88,0,KANHA JI DISTRIBUTORS,DIVYA ARJUNARISHTA - 450ML,दिव्य अर्जुनारिष्ट 450 मि.ली.,DIVYA ARJUNARISHTA - 450ML,20,14-05-2035,20,21-08-2025,1885.05,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,92.06,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,MEDICATED JUICES,JUICES & NATURAL BEVERAGES,FOOD,01-09-2025,180002829,30049011,1,64.09,64.09,90,76.91,PFY2500012,02-07-2025,,PI22AAA2526,692.17,Carton,12,41.53,41.53,0,KANHA JI DISTRIBUTORS,GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,GILOY JUICE 500 ML,12,02-07-2026,12,21-08-2025,775.23,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,57.68,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,01-09-2025,180003018,15149920,1,168.27,168.27,195,37.76,N2B2500058,25-07-2025,,PI22AAA2526,1981.48,Carton,5,49.54,49.54,0,KANHA JI DISTRIBUTORS,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,12,20-07-2026,12,21-08-2025,2080.55,1,-10298287.24,1.87,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,165.12,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,01-09-2025,180003033,15079010,1,141.06,141.06,165,0,BR2B250013,08-07-2025,,PI22AAA2526,1692.72,Carton,5,42.32,42.32,0,KANHA JI DISTRIBUTORS,FORTIFIED SOYABEAN OIL 1 LTR (P) - T,फोर्टिफाइड सोयाबीन तेल 1 लीटर,FORTIFIED SOYABEAN OIL 1 LTR (P) - T,12,04-04-2026,12,21-08-2025,1777.36,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,141.06,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,ALOEVERA JUICE,JUICES & NATURAL BEVERAGES,FOOD,01-09-2025,180030992,30049011,1,156.67,156.67,220,225.6,ACCR250072,05-06-2025,,PI22AAA2526,1654.44,Carton,12,99.27,99.27,0,KANHA JI DISTRIBUTORS,ALOEVERA JUICE WITH FIBER 1 L (NEW),एलोवेरा रस (फाइबर युक्त) 1 लीटर (नया),ALOEVERA JUICE WITH FIBER 1 L (NEW),12,02-03-2026,12,21-08-2025,1852.97,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,137.87,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,VERMICELLI,FLOUR & SUGAR,FOOD,01-09-2025,150000786,19021900,1,36.56,36.56,45,82.26,BVR4060725,06-07-2025,,PI22AAA2526,1562.94,Carton,5,39.07,39.07,0,KANHA JI DISTRIBUTORS,VERMICELLI ROASTED 400 GM - T,भुनी हुई सेवईं 400 ग्राम,VERMICELLI ROASTED 400 GM - T,45,01-07-2026,45,21-08-2025,1641.09,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,34.73,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,PO13AAA2526,DRY FRUITS,FLOUR & SUGAR,FOOD,01-09-2025,180002937,8029000,1,414.3,414.3,485,0,AALI250040,25-07-2025,,PI22AAA2526,6628.8,Carton,5,165.72,165.72,0,KANHA JI DISTRIBUTORS,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,16,21-05-2026,16,21-08-2025,6960.24,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI2602AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,414.3,Main Warehouse,ktm,0,0,0,0,0
