81097,14.58,TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,TRIPHALA CHURNA -100GM,21-11-2026,0.25,0,29-01-2025,01-12-2024,100,25,23.33,ktm,23.81,FOOD,05-02-2025,PAL AK,PO51AAA2425,PCS,100060,,2.5,TI5705AAA2425,5,0,23.33,0,0,Main Warehouse,2.5,0,ATPC240146,Open,JUICES & NATURAL BEVERAGES,0,PI43AAA2425,PATANJALI STORE,,14.58,0,612.41,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,30049011,,0,583.25,MEDICINE,25,30,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026157,50.04,SAUNDARYA COCONUT NOURISHING CREAM 50 GM,सौंदर्य नारियल पोषण क्रीम 50 ग्राम,SAUNDARYA COCONUT NOURISHING CREAM 50 GM,16-01-2027,0.17,0,29-01-2025,16-01-2025,72,12,46.33,ktm,50.36,NON FOOD,05-02-2025,PAL AK,PO51AAA2425,PCS,100060,,9,TI5705AAA2425,5,0,46.33,0,0,Main Warehouse,9,0,A4G2500001,Open,SKIN CARE,0,PI43AAA2425,PATANJALI STORE,,50.04,0,656.03,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33049910,,0,555.96,SKIN CARE,12,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026368,121.39,TEJUS TAILUM 100 ML,तेजस तैलम 100 मि.ली.,TEJUS TAILUM 100 ML,03-01-2027,0.25,0,29-01-2025,03-01-2025,100,25,53.95,ktm,53.95,NON FOOD,05-02-2025,PAL AK,PO51AAA2425,PCS,100060,,9,TI5705AAA2425,5,0,53.95,0,0,Main Warehouse,9,0,AAO2500001,Open,SKIN CARE,0,PI43AAA2425,PATANJALI STORE,,121.39,0,1591.53,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33059019,,0,1348.75,TEJUS TAILUM,25,75,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
83560,92.97,DIVYA PEEDANIL TAILA 100 ML-T,दिव्य पीड़ानिल तैल 100 मि.ली.,DIVYA PEEDANIL TAILA 100 ML-T,05-12-2027,0.25,0,29-01-2025,20-12-2024,100,25,61.98,ktm,63.24,PHARMACY,05-02-2025,PAL AK,PO51AAA2425,PCS,100060,,6,TI5705AAA2425,5,0,61.98,0,0,Main Warehouse,6,0,BDPN240074,Open,DIVYA,0,PI43AAA2425,PATANJALI STORE,,92.97,0,1735.44,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1549.5,DIVYA PRODUCTS,25,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82791,254.63,DIVYA LIPIDOM TABLET 60 N - T,दिव्य लिपिडोम टैबलेट 60 नग,DIVYA LIPIDOM TABLET 60 N - T,05-12-2027,0.1,131.25,29-01-2025,20-12-2024,200,20,218.75,ktm,223.21,FOOD,05-02-2025,DIVYA,,PCS,100060,,6,TI5706AAA2425,5,0,218.75,0,0,Main Warehouse,6,0,ALPD240036,Open,JUICES & NATURAL BEVERAGES,0,PI44AAA2425,PATANJALI STORE,,254.63,0,4753,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,4243.75,MEDICINE,20,300,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81093,190.97,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,15-12-2027,0.13,98.44,29-01-2025,30-12-2024,160,20,164.06,ktm,167.41,FOOD,05-02-2025,DIVYA,,PCS,100060,,6,TI5706AAA2425,5,0,164.06,0,0,Main Warehouse,6,0,BMNE240299,Open,JUICES & NATURAL BEVERAGES,0,PI44AAA2425,PATANJALI STORE,,190.97,0,3564.7,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,3182.76,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
83876,161.26,DIVYA HRIDYAMRIT VATI EXTRA POWER DS 40N,दिव्य हृद्यामृत वटी एक्स्ट्रा पावर डीएस 40 नग,DIVYA HRIDYAMRIT VATI EXTRA POWER DS 40N,24-11-2027,0.05,83.12,29-01-2025,24-11-2024,400,20,138.54,ktm,141.37,FOOD,05-02-2025,DIVYA,,PCS,100060,,6,TI5706AAA2425,5,0,138.54,0,0,Main Warehouse,6,0,BHDS240050,Open,JUICES & NATURAL BEVERAGES,0,PI44AAA2425,PATANJALI STORE,,161.26,0,3010.2,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,2687.68,MEDICINE,20,190,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
83375,64.95,DIVYA SHILAJEET RASAYAN VATI 120 TAB -T,दिव्य शिलाजीत रसायन वटी 120 टैबलेट,DIVYA SHILAJEET RASAYAN VATI 120 TAB -T,05-10-2027,0.05,33.48,29-01-2025,20-10-2024,400,20,55.8,ktm,55.8,PHARMACY,05-02-2025,DIVYA,,PCS,100060,,6,TI5706AAA2425,5,0,55.8,0,0,Main Warehouse,6,0,BSRV240022,Non-Open,MEDICINES,0,PI44AAA2425,PATANJALI STORE,,64.95,0,1212.42,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,1082.52,DIVYA PRODUCTS,20,75,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026258,128.09,KESH KANTI ADV.H.HAIR EXPERTOIL-30ML T.O,केश कान्ति एडवांस हेयर एक्सपर्ट ऑयल 30 मि.ली. (ट्रेड ऑफर),KESH KANTI ADV.H.HAIR EXPERTOIL-30ML T.O,25-12-2026,0.4,0,07-02-2025,25-12-2024,60,24,59.3,ktm,69.76,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,59.3,0,0,Main Warehouse,9,0,ABHX240007,Open,HAIR CARE,0,PI45AAA2425,PATANJALI STORE,,128.09,0,1679.38,05AAECK5765H1ZE,-10298287.24,18,0,,33059019,,0,1423.2,KK HAIR OIL,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001648,72.85,KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,26-11-2025,0.5,0,07-02-2025,01-12-2024,120,60,13.49,ktm,13.49,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,13.49,0,0,Main Warehouse,9,0,ANBL240274,Open,HAIR CARE,0,PI45AAA2425,PATANJALI STORE,,72.85,0,955.09,05AAECK5765H1ZE,-10298287.24,18,0,,33059090,,0,809.4,HERBAL MEHANDI & COLOUR,60,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001647,24.28,KESH KANTI HERBAL MEHANDI (DARK BROWN) T,केश कान्ति हर्बल मेहंदी (डार्क ब्राउन),KESH KANTI HERBAL MEHANDI (DARK BROWN) T,26-11-2025,0.17,0,07-02-2025,01-12-2024,120,20,13.49,ktm,13.49,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,13.49,0,0,Main Warehouse,9,0,ADBR240059,Open,HAIR CARE,0,PI45AAA2425,PATANJALI STORE,,24.28,0,318.36,05AAECK5765H1ZE,-10298287.24,18,0,,33059090,,0,269.8,HERBAL MEHANDI & COLOUR,20,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001649,24.28,KESH KANTI HERBAL MEHANDI (NAT. BROWN) T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्राउन),KESH KANTI HERBAL MEHANDI (NAT. BROWN) T,26-11-2025,0.17,0,07-02-2025,01-12-2024,120,20,13.49,ktm,13.49,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,13.49,0,0,Main Warehouse,9,0,ANBR240052,Open,HAIR CARE,0,PI45AAA2425,PATANJALI STORE,,24.28,0,318.36,05AAECK5765H1ZE,-10298287.24,18,0,,33059090,,0,269.8,HERBAL MEHANDI & COLOUR,20,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026189,74.46,SUPER DISH WASH GEL RAKH&LEMON 250ML NEW,सुपर डिश वॉश जेल राख एवं नींबू 250 मि.ली. (नया),SUPER DISH WASH GEL RAKH&LEMON 250ML NEW,19-12-2027,0.5,0,07-02-2025,03-01-2025,48,24,34.47,ktm,37.47,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,34.47,0,0,Main Warehouse,9,0,AAOF250001,Open,HOME CARE,0,PI45AAA2425,PATANJALI STORE,,74.46,0,976.19,05AAECK5765H1ZE,-10298287.24,18,0,,34022090,,0,827.28,DISHWASH,24,50,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81096,196.87,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,दिव्य मुक्तावटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,20-12-2029,0.13,0,07-02-2025,15-01-2025,160,20,164.06,ktm,167.41,FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,6,TI5851AAA2425,5,0,164.06,0,0,Main Warehouse,6,0,AMUE250023,Open,JUICES & NATURAL BEVERAGES,0,PI45AAA2425,PATANJALI STORE,,196.87,0,3674.94,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,3281.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70795,34.18,DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),DRISHTI EYE DROP 10 ML (NEW),27-11-2025,0.25,0,07-02-2025,27-11-2024,160,40,14.24,ktm,14.24,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,6,TI5851AAA2425,5,0,14.24,0,0,Main Warehouse,6,0,AAST240057,Open,NATURAL PERSONAL CARE,0,PI45AAA2425,PATANJALI STORE,,34.18,0,637.95,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,569.6,EYE DROP,40,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026247,142.95,MOISTURIZER CREAM-50 G,मॉइस्चराइज़र क्रीम 50 ग्राम,MOISTURIZER CREAM-50 G,06-12-2026,0.33,0,07-02-2025,06-12-2024,72,24,66.18,ktm,71.93,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,66.18,0,0,Main Warehouse,9,0,ABHI240012,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,142.95,0,1874.22,05AAECK5765H1ZE,-10298287.24,18,0,,33049930,,0,1588.32,SKIN CARE,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026157,100.07,SAUNDARYA COCONUT NOURISHING CREAM 50 GM,सौंदर्य नारियल पोषण क्रीम 50 ग्राम,SAUNDARYA COCONUT NOURISHING CREAM 50 GM,16-01-2027,0.33,0,07-02-2025,16-01-2025,72,24,46.33,ktm,50.36,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,46.33,0,0,Main Warehouse,9,0,A4G2500001,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,100.07,0,1312.07,05AAECK5765H1ZE,-10298287.24,18,0,,33049910,,0,1111.92,SKIN CARE,24,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000760,0,CHANA DAL PAPAD 200 GM - T,चना दाल पापड़ 200 ग्राम,CHANA DAL PAPAD 200 GM - T,01-07-2025,0.5,0,07-02-2025,02-01-2025,30,15,47.01,ktm,47.01,FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,0,TI5851AAA2425,5,0,47.01,0,0,Main Warehouse,0,0,PCP-25/001,Open,RICE/PULSES/SPICES,0,PI45AAA2425,PATANJALI STORE,,0,0,705.15,05AAECK5765H1ZE,-10298287.24,0,0,,19059040,,0,705.15,PAPAD,15,55,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026142,146.84,SAUNDARYA FACE WASH 100 G,सौंदर्य फेस वॉश 100 ग्राम,SAUNDARYA FACE WASH 100 G,25-12-2026,0.25,0,07-02-2025,04-01-2025,96,24,67.98,ktm,75.53,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,67.98,0,0,Main Warehouse,9,0,ANT2500002,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,146.84,0,1925.19,05AAECK5765H1ZE,-10298287.24,18,0,,34013090,,0,1631.52,FACE WASH,24,105,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81920,48.63,ROGHAN BADAM SHIRIN - 60 ML - T,रोगन बादाम शिरीन 60 मि.ली.,ROGHAN BADAM SHIRIN - 60 ML - T,05-10-2027,0.17,0,07-02-2025,20-10-2024,90,15,129.68,ktm,150.79,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,2.5,TI5851AAA2425,5,0,129.68,0,0,Main Warehouse,2.5,0,BRBS240016,Open,NATURAL PERSONAL CARE,0,PI45AAA2425,PATANJALI STORE,,48.63,0,2042.46,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,1945.2,BADAM ROGHAN,15,190,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000845,60.4,MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,MINT CANDY MENTHOL - T,28-12-2025,0.63,0,07-02-2025,02-01-2025,16,10,100.66,ktm,100.66,BISCUIT & CONFFECTIONARY,05-03-2025,,PO52AAA2425,PCS,100060,,6,TI5851AAA2425,5,0,100.66,0,0,Main Warehouse,6,0,DMC250001,Open,BISCUIT & CONFFECTIONARY,0,PI45AAA2425,PATANJALI STORE,,60.4,0,1127.39,05AAECK5765H1ZE,-10298287.24,12,0,,17049030,,0,1006.6,HARD BOILED CANDY,10,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,6.16,6
3031,22.32,Amla Churna 100 Gm,आंवला चूर्ण 100 ग्राम,Amla Churna 100 Gm,10-12-2026,0.25,0,07-02-2025,20-12-2024,100,25,35.71,ktm,35.71,FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,2.5,TI5851AAA2425,5,0,35.71,0,0,Main Warehouse,2.5,0,BAMC240048,Open,JUICES & NATURAL BEVERAGES,0,PI45AAA2425,PATANJALI STORE,,22.32,0,937.39,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,892.75,MEDICINE,25,45,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026107,107.21,ANTI WRINKLE CREAM 50 G,एंटी रिंकल क्रीम 50 ग्राम,ANTI WRINKLE CREAM 50 G,24-12-2026,0.13,0,07-02-2025,24-12-2024,96,12,99.27,ktm,107.9,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,99.27,0,0,Main Warehouse,9,0,AAR2400012,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,107.21,0,1405.66,05AAECK5765H1ZE,-10298287.24,18,0,,33049910,,0,1191.24,SKIN CARE,12,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026109,42.89,CRACK HEAL CREAM 50 G,क्रैक हील क्रीम 50 ग्राम,CRACK HEAL CREAM 50 G,14-01-2027,0.13,0,07-02-2025,14-01-2025,96,12,39.71,ktm,43.16,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,39.71,0,0,Main Warehouse,9,0,AAE2500001,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,42.89,0,562.29,05AAECK5765H1ZE,-10298287.24,18,0,,33049990,,0,476.52,SKIN CARE,12,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026244,135.8,BEAUTY CREAM ADV.- 50 G,ब्यूटी क्रीम एडवांस 50 ग्राम,BEAUTY CREAM ADV.- 50 G,09-12-2026,0.25,0,07-02-2025,09-12-2024,96,24,62.87,ktm,68.34,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,62.87,0,0,Main Warehouse,9,0,ABED240011,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,135.8,0,1780.48,05AAECK5765H1ZE,-10298287.24,18,0,,33049910,,0,1508.88,SKIN CARE,24,95,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026248,142.95,ALOE SOFT MOISTURIZING CREAM-50 G,एलो सॉफ्ट मॉइस्चराइजिंग क्रीम 50 ग्राम,ALOE SOFT MOISTURIZING CREAM-50 G,16-12-2026,0.33,0,07-02-2025,16-12-2024,72,24,66.18,ktm,71.93,NON FOOD,05-03-2025,,PO52AAA2425,PCS,100060,,9,TI5851AAA2425,5,0,66.18,0,0,Main Warehouse,9,0,ABHW240009,Open,SKIN CARE,0,PI45AAA2425,PATANJALI STORE,,142.95,0,1874.22,05AAECK5765H1ZE,-10298287.24,18,0,,33049930,,0,1588.32,SKIN CARE,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80569,51.59,Shuddh Shilajeet 20 gm,शुद्ध शिलाजीत 20 ग्राम,Shuddh Shilajeet 20 gm,05-12-2029,0.2,0,07-02-2025,31-12-2024,100,20,103.17,ktm,103.17,PHARMACY,05-03-2025,,PO52AAA2425,PCS,100060,,2.5,TI5851AAA2425,5,0,103.17,0,0,Main Warehouse,2.5,0,BSHS240013,Non-Open,MEDICINES,0,PI45AAA2425,PATANJALI STORE,,51.59,0,2166.57,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,2063.4,BHASMA & NPDs,20,130,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70118,114.55,COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,COWS WHOLE MILK POWDER 500-GM,02-07-2025,1,0,07-02-2025,03-01-2025,24,1,190.91,ktm,190.91,DAIRY DIVISION,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Carton,100060,,2.5,TI5852AAA2425,5,0,190.91,0,0,Main Warehouse,2.5,0,BLB2500001,Open,DAIRY DIVISION,0,PI46AAA2425,PATANJALI STORE,,114.55,0,4810.93,05AAECK5765H1ZE,-10298287.24,5,0,MILK POWDER,4021090,,0,4581.84,DAIRY,24,235,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005515,64.98,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),15-07-2025,1,0,07-02-2025,16-01-2025,200,1,3.61,ktm,3.61,BISCUIT & CONFFECTIONARY,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,3.61,0,0,Main Warehouse,9,0,AJ25/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI46AAA2425,PATANJALI STORE,,64.98,0,851.96,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,19053100,,0,722,BISCUITS,200,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005517,65.07,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),23-07-2025,1,0,07-02-2025,24-01-2025,100,1,7.23,ktm,7.23,BISCUIT & CONFFECTIONARY,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,7.23,0,0,Main Warehouse,9,0,AS24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI46AAA2425,PATANJALI STORE,,65.07,0,853.14,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,19053100,,0,723,BISCUITS,100,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81463,43.75,DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,DIVYA GODHAN ARK - 450ML,20-12-2025,1,0,07-02-2025,25-12-2024,20,1,36.46,ktm,37.2,FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Carton,100060,,6,TI5852AAA2425,5,0,36.46,0,0,Main Warehouse,6,0,AGDA240051,Open,JUICES & NATURAL BEVERAGES,0,PI46AAA2425,PATANJALI STORE,,43.75,0,816.7,05AAECK5765H1ZE,-10298287.24,12,0,MILK POWDER,30049011,,0,729.2,MEDICINE,20,50,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026232,89.49,DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,DISHWASH BAR-600G (500G+100G)+SCRUB PAD,13-01-2028,1,0,07-02-2025,13-01-2025,24,1,41.43,ktm,43.23,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,41.43,0,0,Main Warehouse,9,0,AAYX250001,Open,HOME CARE,0,PI46AAA2425,PATANJALI STORE,,89.49,0,1173.3,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,34011990,,0,994.32,DISHWASH,24,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,1.73,4
180026181,140.56,HERBO WASH DETERGENT POWDER 1 KG,हर्बो वॉश डिटर्जेंट पाउडर 1 किग्रा,HERBO WASH DETERGENT POWDER 1 KG,21-01-2030,1,0,07-02-2025,22-01-2025,25,1,62.47,ktm,62.47,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,62.47,0,0,Main Warehouse,9,0,AN52500005,Open,HOME CARE,0,PI46AAA2425,PATANJALI STORE,,140.56,0,1842.87,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,34029011,,0,1561.75,DETERGENT POWDER,25,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,1.22,2
150000831,0,SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,SENDHA NAMAK 1 KG - T,22-08-2026,1,0,07-02-2025,01-09-2024,25,1,40.36,ktm,40.36,FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,0,TI5852AAA2425,5,0,40.36,0,0,Main Warehouse,0,0,SRS24,Open,FLOUR & SUGAR,0,PI46AAA2425,PATANJALI STORE,,0,0,1009,05AAECK5765H1ZE,-10298287.24,0,0,MILK POWDER,25010010,,0,1009,NAMAK,25,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026211,164.07,NEEM KANTI BODY CLNSR.150GM MONTHLY PACK,नीम कान्ति बॉडी क्लीन्ज़र 150 ग्राम मासिक पैक,NEEM KANTI BODY CLNSR.150GM MONTHLY PACK,26-11-2026,1,0,07-02-2025,26-11-2024,24,1,75.96,ktm,82.85,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,75.96,0,0,Main Warehouse,9,0,AAUG240079,Open,SKIN CARE,0,PI46AAA2425,PATANJALI STORE,,164.07,0,2151.19,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,34011941,,0,1823.04,BODY CLEANSER,24,115,0,KANHA JI DISTRIBUTORS,500875,0,0,0,3.31,4
180026213,164.07,ALOEVERA KANTI BODY CLN.150G MNTHLY PACK,एलोवेरा कान्ति बॉडी क्लीन्ज़र 150 ग्राम मासिक पैक,ALOEVERA KANTI BODY CLN.150G MNTHLY PACK,01-01-2027,1,0,07-02-2025,01-01-2025,24,1,75.96,ktm,82.85,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,75.96,0,0,Main Warehouse,9,0,AAUI250001,Open,SKIN CARE,0,PI46AAA2425,PATANJALI STORE,,164.07,0,2151.19,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,34011941,,0,1823.04,BODY CLEANSER,24,115,0,KANHA JI DISTRIBUTORS,500875,0,0,0,3.31,4
150001115,49.59,ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),ATTA NOODLES CHATPATA-60 GM (96 PC) - T,09-09-2025,1,0,07-02-2025,13-12-2024,96,1,8.61,ktm,8.61,BISCUIT & CONFFECTIONARY,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,6,TI5852AAA2425,5,0,8.61,0,0,Main Warehouse,6,0,CH131224,Open,BISCUIT & CONFFECTIONARY,0,PI46AAA2425,PATANJALI STORE,,49.59,0,925.75,05AAECK5765H1ZE,-10298287.24,12,0,MILK POWDER,19022090,,0,826.56,NOODLES,96,12,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.55,6.25
180026227,169.98,DANT KANTI NATURAL 18G R10/-T.O 16SACHET,दंत कान्ति नेचुरल 18 ग्राम ₹10/- (ट्रेड ऑफर 16 सैशे),DANT KANTI NATURAL 18G R10/-T.O 16SACHET,30-12-2026,1,190.69,07-02-2025,30-12-2024,288,1,7.22,ktm,7.22,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,7.22,0,0,Main Warehouse,9,0,AAYD240308,Open,DENTAL CARE,0,PI46AAA2425,PATANJALI STORE,,169.98,0,2228.63,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,33061020,,0,1888.67,DANT KANTI,288,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.14,2
150001015,24.48,ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,ATTA DOODH RUSK 300 GM - T,15-06-2025,1,0,07-02-2025,16-01-2025,24,1,40.8,ktm,40.8,BISCUIT & CONFFECTIONARY,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,2.5,TI5852AAA2425,5,0,40.8,0,0,Main Warehouse,2.5,0,AK25/SGB,Open,BISCUIT & CONFFECTIONARY,0,PI46AAA2425,PATANJALI STORE,,24.48,0,1028.16,05AAECK5765H1ZE,-10298287.24,5,0,MILK POWDER,19054000,,0,979.2,RUSK,24,50,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026226,102.73,SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),SUPER DISHWASH BAR-225 G B3G1 FREE,09-01-2028,2,0,07-02-2025,09-01-2025,12,2,47.56,ktm,51.88,NON FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,47.56,0,0,Main Warehouse,9,0,AAXW250004,Open,HOME CARE,0,PI46AAA2425,PATANJALI STORE,,102.73,0,1346.9,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,34011990,,0,1141.44,DISHWASH,24,72,0,KANHA JI DISTRIBUTORS,500875,0,0,0,2.08,4
150000835,303.67,HERBAL POWERVITA PLUS - 500 GM REFILL -T,हर्बल पावरवीटा प्लस 500 ग्राम रीफिल,HERBAL POWERVITA PLUS - 500 GM REFILL -T,30-08-2025,1,0,07-02-2025,03-12-2024,24,1,140.59,ktm,140.59,FOOD,05-03-2025,only WHOLE MILK POWDER,PO9AAA2425,Box,100060,,9,TI5852AAA2425,5,0,140.59,0,0,Main Warehouse,9,0,ASZ2400022,Open,JUICES & NATURAL BEVERAGES,0,PI46AAA2425,PATANJALI STORE,,303.67,0,3981.51,05AAECK5765H1ZE,-10298287.24,18,0,MILK POWDER,19019090,,0,3374.16,POWERVITA,24,205,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
