item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,invoice_no,batch_no,supplier_gstin,hsn_code,supplier_name,data_source,Item_Net_Amount,calculated_taxable_amount,calculated_rate,cgst_rate,sgst_rate,igst_rate,total_gst_rate,calculated_cgst_amount,calculated_sgst_amount,calculated_igst_amount,calculated_line_total
BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,2026-12-30,2025-05-08,2025-01-09,1,TI724AAA2526,E7E2500001,05AAECK5765H1ZE,10063020,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1966.86,1873.1999999999998,1873.1999999999998,2.5,2.5,0,5,46.83,46.83,0.0,1966.8599999999997
KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,2027-04-03,2025-05-08,2025-04-03,1,TI724AAA2526,AAWT250004,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3116.76,2641.3220338983056,2641.3220338983056,9.0,9.0,0,18,237.7189830508475,237.7189830508475,0.0,3116.76
GROUNDNUT OIL 1 LTR (P),मूंगफली का तेल 1 लीटर,2026-01-08,2025-05-08,2025-04-13,1,TI724AAA2526,ORQ2500017,05AAECK5765H1ZE,15089091,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2011.46,1915.6761904761904,1915.6761904761904,2.5,2.5,0,5,47.89190476190476,47.89190476190476,0.0,2011.4599999999998
COWS GHEE 1 L - T,गाय का घी 1 लीटर,2026-01-19,2025-05-08,2025-04-24,1,TI724AAA2526,FAWC250117,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,9674.78,8638.196428571428,8638.196428571428,6.0,6.0,0,12,518.2917857142857,518.2917857142857,0.0,9674.779999999999
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-12-26,2025-05-08,2025-03-31,1,TI724AAA2526,FAWD250024,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,10365.94,9255.30357142857,9255.30357142857,6.0,6.0,0,12,555.3182142857142,555.3182142857142,0.0,10365.94
RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,2026-01-08,2025-05-08,2025-04-13,1,TI724AAA2526,ORE2500024,05AAECK5765H1ZE,15159040,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1793.99,1708.5619047619048,1708.5619047619048,2.5,2.5,0,5,42.71404761904761,42.71404761904761,0.0,1793.9899999999998
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2026-04-09,2025-05-08,2025-04-14,2,TI724AAA2526,N2B2500031,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3805.45,3624.238095238095,1812.1190476190475,2.5,2.5,0,5,90.60595238095237,90.60595238095237,0.0,3805.4499999999994
MUSTARD OIL 1 L (B)-T,सरसों का तेल 1 लीटर,2026-04-14,2025-05-08,2025-04-19,1,TI724AAA2526,N1B2500046,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1957.03,1863.838095238095,1863.838095238095,2.5,2.5,0,5,46.595952380952376,46.595952380952376,0.0,1957.03
TOMATO KETCHUP W/O ONION GRLC 950GM(P)-T,टमाटर केचप (बिना प्याज व लहसुन) 950 ग्राम,2025-11-25,2025-05-08,2025-02-28,1,TI724AAA2526,DQU2500009,05AAECK5765H1ZE,21032000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1194.68,1066.6785714285713,1066.6785714285713,6.0,6.0,0,12,64.00071428571428,64.00071428571428,0.0,1194.68
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-11-21,2025-05-08,2024-12-01,1,TI724AAA2526,SRS24/12,05AAECK5765H1ZE,25010010,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1009.0,1009.0,1009.0,0.0,0.0,0,0,0.0,0.0,0.0,1009.0
TRADITIONAL WHOLE WHEAT ATTA 10 KG,पारंपरिक गेहूं का आटा 10 किग्रा,2025-07-20,2025-05-08,2025-03-22,1,TI724AAA2526,PDV4250014,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2109.55,2009.095238095238,2009.095238095238,2.5,2.5,0,5,50.227380952380955,50.227380952380955,0.0,2109.5499999999997
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2026-01-16,2025-05-08,2025-04-21,1,TI724AAA2526,PGD2500136,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2026-04-14,2025-05-08,2025-04-14,1,TI724AAA2526,ABPB250009,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1435.66,1281.8392857142856,1281.8392857142856,6.0,6.0,0,12,76.91035714285714,76.91035714285714,0.0,1435.6599999999996
GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,2026-02-02,2025-05-08,2025-02-07,1,TI724AAA2526,0111/25-26,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1120.43,949.5169491525425,949.5169491525425,9.0,9.0,0,18,85.45652542372882,85.45652542372882,0.0,1120.43
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2026-03-21,2025-05-08,2025-03-26,1,TI724AAA2526,0985/25-26,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,712.96,604.2033898305085,604.2033898305085,9.0,9.0,0,18,54.37830508474577,54.37830508474577,0.0,712.96
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2026-01-16,2025-05-08,2025-04-21,1,TI724AAA2526,BR2A250014,05AAECK5765H1ZE,15121910,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1885.09,1795.3238095238094,1795.3238095238094,2.5,2.5,0,5,44.88309523809523,44.88309523809523,0.0,1885.0899999999997
GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,2026-04-21,2025-05-08,2025-04-21,1,TI724AAA2526,PFY2500006,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,861.37,769.0803571428571,769.0803571428571,6.0,6.0,0,12,46.14482142857143,46.14482142857143,0.0,861.3699999999999
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2026-01-02,2025-05-08,2025-04-07,1,TI724AAA2526,JACQ250030,05AAECK5765H1ZE,15155091,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2722.81,2593.152380952381,2593.152380952381,2.5,2.5,0,5,64.82880952380953,64.82880952380953,0.0,2722.81
AMLA CHATPATA CANDY 250 G,आंवला चटपटा कैंडी 250 ग्राम,2026-03-26,2025-05-08,2025-03-26,1,TI724AAA2526,AMV2500018,05AAECK5765H1ZE,8112010,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1641.13,1562.9809523809524,1562.9809523809524,2.5,2.5,0,5,39.07452380952381,39.07452380952381,0.0,1641.1299999999999
BESAN 500 G,बेसन 500 ग्राम,2025-08-14,2025-05-08,2025-03-17,1,TI724AAA2526,PDCR250020,05AAECK5765H1ZE,11061090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1189.22,1132.5904761904762,1132.5904761904762,2.5,2.5,0,5,28.31476190476191,28.31476190476191,0.0,1189.2200000000003
SOOJI 1 KG,सूजी 1 किग्रा,2025-08-13,2025-05-08,2025-04-15,1,TI724AAA2526,PDANA25008,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,620.55,590.9999999999999,590.9999999999999,2.5,2.5,0,5,14.774999999999999,14.774999999999999,0.0,620.5499999999998
SUGAR 5 KG,चीनी 5 किग्रा,2027-03-17,2025-05-08,2025-03-27,1,TI724AAA2526,BAIW250014,05AAECK5765H1ZE,17011490,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1883.51,1793.8190476190475,1793.8190476190475,2.5,2.5,0,5,44.845476190476184,44.845476190476184,0.0,1883.5099999999998
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),2026-10-22,2025-05-08,2024-11-01,1,TI724AAA2526,CS-24/11,05AAECK5765H1ZE,25010010,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,260.0,260.0,260.0,0.0,0.0,0,0,0.0,0.0,0.0,260.0
KESHKANTI HAIRCLN.NATURAL RS1 FREE 96 No,केश कान्ति हेयर क्लींज़र नेचुरल ₹1 फ्री (96 नग),2027-03-27,2025-05-08,2025-03-27,1,TI724AAA2526,ABAC250028,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,702.34,595.2033898305085,595.2033898305085,9.0,9.0,0,18,53.568305084745774,53.568305084745774,0.0,702.3400000000001
BODY UBTAN 100 G,बॉडी उबटन 100 ग्राम,2026-03-10,2025-05-08,2025-03-10,20,TI725AAA2526,ACW2500005,05AAECK5765H1ZE,33019011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1018.58,863.2033898305085,43.16016949152542,9.0,9.0,0,18,77.68830508474576,77.68830508474576,0.0,1018.5799999999999
DIVYA ARSHOGRIT 3 U X 20 N,दिव्य अर्शोग्रिट 3 यूनिट × 20 नग,2028-02-19,2025-05-08,2025-03-06,20,TI725AAA2526,ADAR250006,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3333.34,2976.1964285714284,148.8098214285714,6.0,6.0,0,12,178.57178571428574,178.57178571428574,0.0,3333.34
MAKHANA 250 GM,मखाना 250 ग्राम,2026-01-15,2025-05-08,2025-03-21,10,TI725AAA2526,AALI250018,05AAECK5765H1ZE,8029000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,4484.66,4271.104761904761,427.1104761904761,2.5,2.5,0,5,106.77761904761903,106.77761904761903,0.0,4484.659999999999
RAISINS BLACK 250 GM (MONO),काली किशमिश 250 ग्राम,2025-09-09,2025-05-08,2025-03-13,6,TI725AAA2526,AARY250004,05AAECK5765H1ZE,8062010,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,618.91,589.4380952380952,98.23968253968253,2.5,2.5,0,5,14.73595238095238,14.73595238095238,0.0,618.9100000000001
MAMRA ALMOND PREMIUM 250 GM,ममरा बादाम प्रीमियम 250 ग्राम,2025-10-12,2025-05-08,2025-04-15,2,TI725AAA2526,ABOH250002,05AAECK5765H1ZE,8021200,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1472.73,1314.9375,657.46875,6.0,6.0,0,12,78.89625,78.89625,0.0,1472.73
KESH KANTI HAIR CLEANSER NATURAL 450 ML,केश कान्ति हेयर क्लींज़र नेचुरल 450 मि.ली.,2027-03-25,2025-05-08,2025-04-04,12,TI725AAA2526,A2G2500006,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1686.74,1429.4406779661017,119.12005649717514,9.0,9.0,0,18,128.64966101694915,128.64966101694915,0.0,1686.7400000000002
HERBAL SUHAG TEEKA RED,हर्बल सुहाग टीका लाल,2026-09-10,2025-05-08,2024-09-20,12,TI725AAA2526,AATZ240005,05AAECK5765H1ZE,33049940,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,769.2,769.2,64.10000000000001,0.0,0.0,0,0,0.0,0.0,0.0,769.2
KESH K. REETHA HAIR CLEANSER 180ML T.O.,केश कान्ति रीठा हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),2027-03-20,2025-05-08,2025-03-20,18,TI725AAA2526,ABTZ250006,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1686.88,1429.5593220338985,79.41996233521658,9.0,9.0,0,18,128.66033898305085,128.66033898305085,0.0,1686.8800000000003
KESH KANTI HAIR CLEANSER ALOEVERA 450ML,केश कान्ति हेयर क्लींज़र एलोवेरा 450 मि.ली.,2027-04-05,2025-05-08,2025-04-15,12,TI725AAA2526,A9F2500006,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1874.22,1588.322033898305,132.36016949152543,9.0,9.0,0,18,142.94898305084746,142.94898305084746,0.0,1874.2199999999998
DIVYA PUNARNAVADI MANDOOR - 60 TAB,दिव्य पुनर्नवादि मांडूर 60 टैबलेट,2035-02-25,2025-05-08,2025-03-25,20,TI725AAA2526,BPNM250014,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,916.65,872.9999999999999,43.64999999999999,2.5,2.5,0,5,21.824999999999996,21.824999999999996,0.0,916.65
Triyodashang Guggul 40 Tab,त्रयोदशांग गुग्गुल 40 टैबलेट,2029-11-04,2025-05-08,2024-11-30,20,TI725AAA2526,BTDG240040,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,583.38,555.6,27.78,2.5,2.5,0,5,13.89,13.89,0.0,583.38
DIVYA UTINIL TABLET 3U X 10N -T,दिव्य यूटिनिल टैबलेट 3 यूनिट × 10 नग,2027-06-17,2025-05-08,2024-07-02,10,TI725AAA2526,AUTI240001,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,4166.62,3720.196428571428,372.0196428571428,6.0,6.0,0,12,223.2117857142857,223.2117857142857,0.0,4166.619999999999
MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,2025-12-28,2025-05-08,2025-01-02,6,TI725AAA2526,DMC250001,05AAECK5765H1ZE,17049030,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,674.76,602.4642857142857,100.41071428571428,6.0,6.0,0,12,36.147857142857134,36.147857142857134,0.0,674.7599999999999
DIVYA MULETHI CHURNA 100 GM -T,दिव्य मुलेठी चूर्ण 100 ग्राम,2027-02-27,2025-05-08,2025-03-09,25,TI725AAA2526,BMLC250016,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1145.81,1091.2476190476189,43.64990476190476,2.5,2.5,0,5,27.281190476190474,27.281190476190474,0.0,1145.8099999999997
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),2026-08-04,2025-05-08,2025-02-10,24,TI725AAA2526,CASY250002,05AAECK5765H1ZE,13019013,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2100.67,2000.6380952380953,83.35992063492064,2.5,2.5,0,5,50.015952380952385,50.015952380952385,0.0,2100.67
SAUNDARYA ALOEVERA GEL 60ML T.O. (5+1),सौंदर्य एलोवेरा जेल 60 मि.ली. (ट्रेड ऑफर 5+1),2026-10-13,2025-05-08,2025-04-14,4,TI725AAA2526,ACCF250006,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,848.84,719.3559322033899,179.83898305084747,9.0,9.0,0,18,64.7420338983051,64.7420338983051,0.0,848.84
AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,2026-03-06,2025-05-08,2025-03-06,12,TI725AAA2526,ABLX250021,05AAECK5765H1ZE,8112010,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,777.36,740.3428571428572,61.695238095238096,2.5,2.5,0,5,18.50857142857143,18.50857142857143,0.0,777.3600000000001
DIVYA LIVOGRIT 60 N - T,दिव्य लिवोग्रिट 60 नग,2028-02-13,2025-05-08,2025-02-28,20,TI725AAA2526,BLGT250011,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,4124.98,3683.0178571428564,184.15089285714282,6.0,6.0,0,12,220.98107142857137,220.98107142857137,0.0,4124.98
DIVYA PEEDANIL SPRAY 100 ML - T,दिव्य पीड़ानिल स्प्रे 100 मि.ली.,2026-02-23,2025-05-08,2024-03-05,12,TI725AAA2526,AYC2401,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1790.94,1599.0535714285713,133.25446428571428,6.0,6.0,0,12,95.94321428571428,95.94321428571428,0.0,1790.9399999999998
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2027-02-25,2025-05-08,2025-03-25,25,TI725AAA2526,ATPC250040,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,749.97,714.2571428571429,28.570285714285713,2.5,2.5,0,5,17.85642857142857,17.85642857142857,0.0,749.9699999999999
BALM 25 GM (144 PC),बाम 25 ग्राम (144 नग),2028-02-10,2025-05-08,2025-02-10,12,TI725AAA2526,AV12500002,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,528.33,471.7232142857143,39.310267857142854,6.0,6.0,0,12,28.303392857142857,28.303392857142857,0.0,528.33
KESH K. MILK PR. HAIR CLEANSER 180ML T.O,केश कान्ति मिल्क प्रोटीन हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),2027-03-22,2025-05-08,2025-03-22,18,TI725AAA2526,ABTX250004,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1686.88,1429.5593220338985,79.41996233521658,9.0,9.0,0,18,128.66033898305085,128.66033898305085,0.0,1686.8800000000003
HERBAL SUHAG TEEKA (NEW),हर्बल सुहाग टीका (नया),2026-10-01,2025-05-08,2024-10-11,12,TI725AAA2526,AJV2400012,05AAECK5765H1ZE,33049940,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,769.2,769.2,64.10000000000001,0.0,0.0,0,0,0.0,0.0,0.0,769.2
SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,2026-09-16,2025-05-08,2025-03-25,22,TI725AAA2526,AAHP250136,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1718.03,1455.957627118644,66.17989214175655,9.0,9.0,0,18,131.03618644067797,131.03618644067797,0.0,1718.03
SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,2026-09-07,2025-05-08,2025-03-16,2,TI725AAA2526,AAHP250112,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,156.18,132.35593220338984,66.17796610169492,9.0,9.0,0,18,11.912033898305085,11.912033898305085,0.0,156.18
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-11-01,2025-05-08,2025-05-05,1,TI726AAA2526,E425/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,851.96,722.0000000000001,722.0000000000001,9.0,9.0,0,18,64.98,64.98,0.0,851.9600000000002
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-10-27,2025-05-08,2025-04-30,1,TI726AAA2526,DW25/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,853.14,723.0,723.0,9.0,9.0,0,18,65.07,65.07,0.0,853.1399999999999
CREAMFEAST ELAICHI BISCUIT 32.5 GM,क्रीमफीस्ट इलायची बिस्किट 32.5 ग्राम,2025-10-27,2025-05-08,2025-04-30,1,TI726AAA2526,DV25/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,613.41,519.8389830508474,519.8389830508474,9.0,9.0,0,18,46.785508474576275,46.785508474576275,0.0,613.4100000000001
CREAMFEAST CHOCO BISCUIT 32.5 GM,क्रीमफीस्ट चोको बिस्किट 32.5 ग्राम,2025-10-27,2025-05-08,2025-04-30,1,TI726AAA2526,DQ25/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,613.41,519.8389830508474,519.8389830508474,9.0,9.0,0,18,46.785508474576275,46.785508474576275,0.0,613.4100000000001
NARIYAL BISCUIT 68 GM,नारियल बिस्किट 68 ग्राम,2025-10-23,2025-05-08,2025-04-26,1,TI726AAA2526,DU25/AV9,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,853.14,723.0,723.0,9.0,9.0,0,18,65.07,65.07,0.0,853.1399999999999
ATTA NOODLES CHATPATA FAMILY PACK 240 GM,आटा नूडल्स चटपटा फैमिली पैक 240 ग्राम,2026-01-16,2025-05-14,2025-04-21,2,TI846AAA2526,CHF210425,05AAECK5765H1ZE,19022090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1804.72,1611.3571428571427,805.6785714285713,6.0,6.0,0,12,96.68142857142855,96.68142857142855,0.0,1804.7199999999998
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2026-01-23,2025-05-14,2025-04-28,1,TI846AAA2526,PGD2500148,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
AMLA PICKLE 1 KG,आंवला अचार 1 किग्रा,2026-03-05,2025-05-14,2025-03-05,1,TI846AAA2526,ABA2500004,05AAECK5765H1ZE,20019000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1439.29,1285.0803571428569,1285.0803571428569,6.0,6.0,0,12,77.10482142857141,77.10482142857141,0.0,1439.2899999999995
MOONG CHILKA 1000 GM (R1),मूंग दाल छिलका 1000 ग्राम,2025-12-15,2025-05-14,2025-03-20,1,TI846AAA2526,BPRMC25004,05AAECK5765H1ZE,7133190,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1353.87,1289.3999999999999,1289.3999999999999,2.5,2.5,0,5,32.23499999999999,32.23499999999999,0.0,1353.8699999999997
BURA 1 KG,बूरा 1 किग्रा,2026-01-11,2025-05-14,2025-04-16,1,TI846AAA2526,AKI2500044,05AAECK5765H1ZE,17029090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2038.68,1941.6,1941.6,2.5,2.5,0,5,48.54,48.54,0.0,2038.6799999999998
DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,2028-04-10,2025-05-14,2025-04-11,1,TI846AAA2526,AAYX250010,05AAECK5765H1ZE,34011990,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1173.3,994.3220338983051,994.3220338983051,9.0,9.0,0,18,89.48898305084745,89.48898305084745,0.0,1173.3000000000002
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2026-04-09,2025-05-14,2025-04-14,2,TI846AAA2526,N2B2500031,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3805.45,3624.238095238095,1812.1190476190475,2.5,2.5,0,5,90.60595238095237,90.60595238095237,0.0,3805.4499999999994
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2026-01-16,2025-05-14,2025-04-21,1,TI846AAA2526,BR2A250014,05AAECK5765H1ZE,15121910,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1885.09,1795.3238095238094,1795.3238095238094,2.5,2.5,0,5,44.88309523809523,44.88309523809523,0.0,1885.0899999999997
APPLE VINEGAR WITH HALDI & GINGER 500 ML,सेब का सिरका हल्दी और अदरक युक्त 500 मि.ली.,2026-04-03,2025-05-14,2025-04-03,1,TI846AAA2526,ABVO250004,05AAECK5765H1ZE,22090090,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3342.33,2832.483050847458,2832.483050847458,9.0,9.0,0,18,254.92347457627122,254.92347457627122,0.0,3342.33
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2025-10-10,2025-05-14,2025-04-13,1,TI846AAA2526,AHV2500013,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3164.38,3013.695238095238,3013.695238095238,2.5,2.5,0,5,75.34238095238095,75.34238095238095,0.0,3164.38
ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,2025-09-08,2025-05-14,2025-04-11,1,TI846AAA2526,DF25/SGB,05AAECK5765H1ZE,19054000,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1028.16,979.2,979.2,2.5,2.5,0,5,24.48,24.48,0.0,1028.16
PUSHTAHAR DALIA 500 G,पुष्टाहार दलिया 500 ग्राम,2025-12-19,2025-05-14,2025-03-24,1,TI846AAA2526,PDCQ250023,05AAECK5765H1ZE,11031900,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1279.53,1218.6,1218.6,2.5,2.5,0,5,30.465,30.465,0.0,1279.5299999999997
DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),2026-03-17,2025-05-14,2025-03-17,40,TI847AAA2526,AAST250013,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,637.95,569.5982142857142,14.239955357142856,6.0,6.0,0,12,34.175892857142856,34.175892857142856,0.0,637.9499999999998
SAUMYA EYE DROP 10 ML,सौम्या आई ड्रॉप 10 मि.ली.,2027-02-11,2025-05-14,2025-02-21,20,TI847AAA2526,AAAQ250002,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,558.21,498.4017857142857,24.920089285714287,6.0,6.0,0,12,29.904107142857143,29.904107142857143,0.0,558.21
DIVYA DALCHINI CHURNA -100 GM,दिव्य दालचीनी चूर्ण 100 ग्राम,2027-02-25,2025-05-14,2025-03-25,25,TI847AAA2526,ADCC250015,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,1354.24,1289.752380952381,51.59009523809524,2.5,2.5,0,5,32.243809523809524,32.243809523809524,0.0,1354.2399999999998
ROGHAN BADAM SHIRIN - 150 ML - T,रोगन बादाम शिरीन 150 मि.ली.,2027-12-16,2025-05-14,2024-12-31,12,TI847AAA2526,BRBS240019,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,3869.96,3685.67619047619,307.1396825396825,2.5,2.5,0,5,92.14190476190475,92.14190476190475,0.0,3869.9599999999996
ROGHAN BADAM SHIRIN - 60 ML - T,रोगन बादाम शिरीन 60 मि.ली.,2028-01-16,2025-05-14,2025-01-31,15,TI847AAA2526,BRBS250001,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,2042.46,1945.2,129.68,2.5,2.5,0,5,48.63,48.63,0.0,2042.4600000000003
DIVYA AMLA CHURNA - 100 GM,दिव्य आंवला चूर्ण 100 ग्राम,2027-02-21,2025-05-14,2025-03-21,25,TI847AAA2526,BAMC250012,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,937.39,892.7523809523809,35.710095238095235,2.5,2.5,0,5,22.318809523809524,22.318809523809524,0.0,937.3899999999999
DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,2026-03-01,2025-05-14,2025-04-01,1,TI847AAA2526,AGDA250015,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file2_2025-apr-sep,900.0,803.5714285714284,803.5714285714284,6.0,6.0,0,12,48.21428571428571,48.21428571428571,0.0,899.9999999999998
