item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,sgst_rate,invoice_no,cgst_rate,batch_no,Item_Net_Amount,supplier_gstin,total_gst_rate,hsn_code,igst_rate,mrp,igst_amount,supplier_name,data_source
DIVYA MADHUGRIT 60 N - T,दिव्य मधुग्रिट 60 नग,2028-02-19,2025-04-23,2025-03-06,20,6,TI458AAA2526,6,BMDT250015,4599.9,05AAECK5765H1ZE,12,30049011,0,300,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA BPGRIT 60 N - T,दिव्य बीपीग्रिट 60 नग,2028-02-21,2025-04-23,2025-03-08,20,6,TI458AAA2526,6,ADBP250007,3833.29,05AAECK5765H1ZE,12,30049011,0,250,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
K.K. COLOR DARK BROWN (CREAM & DEV)-T,के.के. कलर गाढ़ा भूरा (क्रीम एवं डेवलपर),2026-02-24,2025-04-23,2025-03-01,20,9,TI458AAA2526,9,ACDD250011,556.96,05AAECK5765H1ZE,18,33059090,0,35,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA DHARA 10 ML (800 PC),दिव्य धारा 10 मि.ली. (800 नग),2028-01-16,2025-04-23,2025-01-31,20,6,TI458AAA2526,6,ADYD250005,689.95,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
Triphala Guggul 40 Tab,त्रिफला गुग्गुल 40 टैबलेट,2029-11-14,2025-04-23,2024-12-10,20,2.5,TI458AAA2526,2.5,BTPG240059,666.75,05AAECK5765H1ZE,5,30049011,0,40,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
Kaishore Guggul 40 Tab,कैशोर गुग्गुल 40 टैबलेट,2029-12-05,2025-04-23,2024-12-31,20,2.5,TI458AAA2526,2.5,BKSG240034,583.38,05AAECK5765H1ZE,5,30049011,0,35,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA LIVAMRIT ADVANCE 60 N - T,दिव्य लिवामृत एडवांस 60 नग,2028-02-13,2025-04-23,2025-02-28,20,6,TI458AAA2526,6,ALAT250014,3679.97,05AAECK5765H1ZE,12,30049011,0,240,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GASHER CHURAN - 100 GM - T,गैशर चूर्ण 100 ग्राम,2027-02-19,2025-04-23,2025-03-01,25,6,TI458AAA2526,6,BGHC250011,2012.36,05AAECK5765H1ZE,12,30049011,0,105,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA PEEDANIL TAILA 100 ML-T,दिव्य पीड़ानिल तैल 100 मि.ली.,2028-01-16,2025-04-23,2025-01-31,25,6,TI458AAA2526,6,BDPN250010,1629.05,05AAECK5765H1ZE,12,30049011,0,85,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA ORTHOGRIT 60 N - T,दिव्य ऑर्थोग्रिट 60 नग,2028-01-31,2025-04-23,2025-02-15,20,6,TI458AAA2526,6,AOTT250013,5400,05AAECK5765H1ZE,12,30049011,0,360,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
PAT.NUT.VIT.B-COMPLEX-30 CAP,न्यूट्रेला विटामिन बी-कॉम्प्लेक्स 30 कैप्सूल,2027-02-12,2025-04-23,2025-02-12,4,9,TI458AAA2526,9,ABRY250002,776.72,05AAECK5765H1ZE,18,21069099,0,300,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
FENNEL WHOLE 10 GM,सौंफ साबुत 10 ग्राम,2026-03-06,2025-04-23,2025-03-06,100,2.5,TI458AAA2526,2.5,ABKW250003,682.5,05AAECK5765H1ZE,5,9109100,0,10,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BARLEY DALIA 500 G,जौ का दलिया 500 ग्राम,2025-09-19,2025-04-23,2025-03-23,1,2.5,TI459AAA2526,2.5,PDCU250016,1407.42,05AAECK5765H1ZE,5,11031900,0,55,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA ASHWAGANDHARISHTA - 450 ML,दिव्य अश्वगंधारिष्ट 450 मि.ली.,2035-01-07,2025-04-23,2025-02-28,1,2.5,TI459AAA2526,2.5,ASG250004,2333.36,05AAECK5765H1ZE,5,30049011,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,2026-02-02,2025-04-23,2025-02-07,1,9,TI459AAA2526,9,0111/25-26,980.39,05AAECK5765H1ZE,18,38084000,0,330,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2026-03-21,2025-04-23,2025-03-26,1,9,TI459AAA2526,9,0978/25-26,623.89,05AAECK5765H1ZE,18,38084000,0,70,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
NEEM KANTI BODY CLEANSER-4x45Gx54U,नीम कान्ति बॉडी क्लीन्ज़र 4×45 ग्राम × 54 नग,2027-03-17,2025-04-23,2025-03-17,1,9,TI459AAA2526,9,AAWM250004,1718.53,05AAECK5765H1ZE,18,34011941,0,40,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,2025-08-29,2025-04-23,2025-03-02,1,2.5,TI459AAA2526,2.5,BLB2500003,4810.93,05AAECK5765H1ZE,5,4021090,0,235,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2026-03-24,2025-04-23,2025-03-24,1,6,TI459AAA2526,6,ABPB250007,1435.66,05AAECK5765H1ZE,12,30049011,0,150,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GULAB SHARBAT 750 ML,गुलाब शरबत 750 मि.ली.,2026-04-09,2025-04-23,2025-04-09,1,9,TI459AAA2526,9,AGK2500038,1114.16,05AAECK5765H1ZE,18,21069011,0,140,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
AMLA JUICE 1 L,आंवला रस 1 लीटर,2026-03-25,2025-04-23,2025-03-25,1,6,TI459AAA2526,6,AGH2500062,1179.18,05AAECK5765H1ZE,12,30049011,0,140,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,2026-03-05,2025-04-23,2025-03-10,1,6,TI459AAA2526,6,AGDA250013,919.94,05AAECK5765H1ZE,12,30049011,0,60,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
OATS 500GM - T,ओट्स 500 ग्राम,2026-03-07,2025-04-23,2025-03-07,1,2.5,TI459AAA2526,2.5,BNO070325,1693.44,05AAECK5765H1ZE,5,11041200,0,100,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
Divya Peedantak Kwath 100 Gm,दिव्य पीड़ान्तक क्वाथ 100 ग्राम,2026-12-26,2025-04-23,2025-01-05,1,6,TI459AAA2526,6,APTK250002,1874.88,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2026-01-16,2025-04-23,2025-04-21,1,2.5,TI459AAA2526,2.5,BR2A250014,1885.09,05AAECK5765H1ZE,5,15121910,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SHIKAKAI POWDER 100 G,शिकाकाई पाउडर 100 ग्राम,2027-03-18,2025-04-23,2025-03-18,1,2.5,TI459AAA2526,2.5,ABNZ250006,1099.98,05AAECK5765H1ZE,5,12119029,0,55,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
TRADITIONAL WHOLE WHEAT ATTA 5 KG,पारंपरिक गेहूं का आटा 5 किग्रा,2025-07-11,2025-04-23,2025-03-13,1,2.5,TI459AAA2526,2.5,PDV5250017,1757.94,05AAECK5765H1ZE,5,11010000,0,250,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,2026-12-30,2025-05-08,2025-01-09,1,2.5,TI724AAA2526,2.5,E7E2500001,1966.86,05AAECK5765H1ZE,5,10063020,0,140,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,2027-04-03,2025-05-08,2025-04-03,1,9,TI724AAA2526,9,AAWT250004,3116.76,05AAECK5765H1ZE,18,33051090,0,120,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GROUNDNUT OIL 1 LTR (P),मूंगफली का तेल 1 लीटर,2026-01-08,2025-05-08,2025-04-13,1,2.5,TI724AAA2526,2.5,ORQ2500017,2011.46,05AAECK5765H1ZE,5,15089091,0,185,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
COWS GHEE 1 L - T,गाय का घी 1 लीटर,2026-01-19,2025-05-08,2025-04-24,1,6,TI724AAA2526,6,FAWC250117,9674.78,05AAECK5765H1ZE,12,4059020,0,700,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-12-26,2025-05-08,2025-03-31,1,6,TI724AAA2526,6,FAWD250024,10365.94,05AAECK5765H1ZE,12,4059020,0,375,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,2026-01-08,2025-05-08,2025-04-13,1,2.5,TI724AAA2526,2.5,ORE2500024,1793.99,05AAECK5765H1ZE,5,15159040,0,165,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2026-04-09,2025-05-08,2025-04-14,2,2.5,TI724AAA2526,2.5,N2B2500031,3805.45,05AAECK5765H1ZE,5,15149920,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MUSTARD OIL 1 L (B)-T,सरसों का तेल 1 लीटर,2026-04-14,2025-05-08,2025-04-19,1,2.5,TI724AAA2526,2.5,N1B2500046,1957.03,05AAECK5765H1ZE,5,15149920,0,180,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
TOMATO KETCHUP W/O ONION GRLC 950GM(P)-T,टमाटर केचप (बिना प्याज व लहसुन) 950 ग्राम,2025-11-25,2025-05-08,2025-02-28,1,6,TI724AAA2526,6,DQU2500009,1194.68,05AAECK5765H1ZE,12,21032000,0,150,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-11-21,2025-05-08,2024-12-01,1,0,TI724AAA2526,0,SRS24/12,1009,05AAECK5765H1ZE,0,25010010,0,60,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
TRADITIONAL WHOLE WHEAT ATTA 10 KG,पारंपरिक गेहूं का आटा 10 किग्रा,2025-07-20,2025-05-08,2025-03-22,1,2.5,TI724AAA2526,2.5,PDV4250014,2109.55,05AAECK5765H1ZE,5,11010000,0,480,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2026-01-16,2025-05-08,2025-04-21,1,6,TI724AAA2526,6,PGD2500136,1768.77,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2026-04-14,2025-05-08,2025-04-14,1,6,TI724AAA2526,6,ABPB250009,1435.66,05AAECK5765H1ZE,12,30049011,0,150,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,2026-02-02,2025-05-08,2025-02-07,1,9,TI724AAA2526,9,0111/25-26,1120.43,05AAECK5765H1ZE,18,38084000,0,330,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2026-03-21,2025-05-08,2025-03-26,1,9,TI724AAA2526,9,0985/25-26,712.96,05AAECK5765H1ZE,18,38084000,0,70,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2026-01-16,2025-05-08,2025-04-21,1,2.5,TI724AAA2526,2.5,BR2A250014,1885.09,05AAECK5765H1ZE,5,15121910,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,2026-04-21,2025-05-08,2025-04-21,1,6,TI724AAA2526,6,PFY2500006,861.37,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2026-01-02,2025-05-08,2025-04-07,1,2.5,TI724AAA2526,2.5,JACQ250030,2722.81,05AAECK5765H1ZE,5,15155091,0,280,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
AMLA CHATPATA CANDY 250 G,आंवला चटपटा कैंडी 250 ग्राम,2026-03-26,2025-05-08,2025-03-26,1,2.5,TI724AAA2526,2.5,AMV2500018,1641.13,05AAECK5765H1ZE,5,8112010,0,95,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BESAN 500 G,बेसन 500 ग्राम,2025-08-14,2025-05-08,2025-03-17,1,2.5,TI724AAA2526,2.5,PDCR250020,1189.22,05AAECK5765H1ZE,5,11061090,0,75,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SOOJI 1 KG,सूजी 1 किग्रा,2025-08-13,2025-05-08,2025-04-15,1,2.5,TI724AAA2526,2.5,PDANA25008,620.55,05AAECK5765H1ZE,5,11010000,0,75,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SUGAR 5 KG,चीनी 5 किग्रा,2027-03-17,2025-05-08,2025-03-27,1,2.5,TI724AAA2526,2.5,BAIW250014,1883.51,05AAECK5765H1ZE,5,17011490,0,340,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),2026-10-22,2025-05-08,2024-11-01,1,0,TI724AAA2526,0,CS-24/11,260,05AAECK5765H1ZE,0,25010010,0,22,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESHKANTI HAIRCLN.NATURAL RS1 FREE 96 No,केश कान्ति हेयर क्लींज़र नेचुरल ₹1 फ्री (96 नग),2027-03-27,2025-05-08,2025-03-27,1,9,TI724AAA2526,9,ABAC250028,702.34,05AAECK5765H1ZE,18,33051090,0,1,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BODY UBTAN 100 G,बॉडी उबटन 100 ग्राम,2026-03-10,2025-05-08,2025-03-10,20,9,TI725AAA2526,9,ACW2500005,1018.58,05AAECK5765H1ZE,18,33019011,0,60,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA ARSHOGRIT 3 U X 20 N,दिव्य अर्शोग्रिट 3 यूनिट × 20 नग,2028-02-19,2025-05-08,2025-03-06,20,6,TI725AAA2526,6,ADAR250006,3333.34,05AAECK5765H1ZE,12,30049011,0,200,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MAKHANA 250 GM,मखाना 250 ग्राम,2026-01-15,2025-05-08,2025-03-21,10,2.5,TI725AAA2526,2.5,AALI250018,4484.66,05AAECK5765H1ZE,5,8029000,0,500,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
RAISINS BLACK 250 GM (MONO),काली किशमिश 250 ग्राम,2025-09-09,2025-05-08,2025-03-13,6,2.5,TI725AAA2526,2.5,AARY250004,618.91,05AAECK5765H1ZE,5,8062010,0,115,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MAMRA ALMOND PREMIUM 250 GM,ममरा बादाम प्रीमियम 250 ग्राम,2025-10-12,2025-05-08,2025-04-15,2,6,TI725AAA2526,6,ABOH250002,1472.73,05AAECK5765H1ZE,12,8021200,0,810,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESH KANTI HAIR CLEANSER NATURAL 450 ML,केश कान्ति हेयर क्लींज़र नेचुरल 450 मि.ली.,2027-03-25,2025-05-08,2025-04-04,12,9,TI725AAA2526,9,A2G2500006,1686.74,05AAECK5765H1ZE,18,33051090,0,180,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
HERBAL SUHAG TEEKA RED,हर्बल सुहाग टीका लाल,2026-09-10,2025-05-08,2024-09-20,12,0,TI725AAA2526,0,AATZ240005,769.2,05AAECK5765H1ZE,0,33049940,0,75,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESH K. REETHA HAIR CLEANSER 180ML T.O.,केश कान्ति रीठा हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),2027-03-20,2025-05-08,2025-03-20,18,9,TI725AAA2526,9,ABTZ250006,1686.88,05AAECK5765H1ZE,18,33051090,0,120,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESH KANTI HAIR CLEANSER ALOEVERA 450ML,केश कान्ति हेयर क्लींज़र एलोवेरा 450 मि.ली.,2027-04-05,2025-05-08,2025-04-15,12,9,TI725AAA2526,9,A9F2500006,1874.22,05AAECK5765H1ZE,18,33051090,0,200,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA PUNARNAVADI MANDOOR - 60 TAB,दिव्य पुनर्नवादि मांडूर 60 टैबलेट,2035-02-25,2025-05-08,2025-03-25,20,2.5,TI725AAA2526,2.5,BPNM250014,916.65,05AAECK5765H1ZE,5,30049011,0,55,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
Triyodashang Guggul 40 Tab,त्रयोदशांग गुग्गुल 40 टैबलेट,2029-11-04,2025-05-08,2024-11-30,20,2.5,TI725AAA2526,2.5,BTDG240040,583.38,05AAECK5765H1ZE,5,30049011,0,35,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA UTINIL TABLET 3U X 10N -T,दिव्य यूटिनिल टैबलेट 3 यूनिट × 10 नग,2027-06-17,2025-05-08,2024-07-02,10,6,TI725AAA2526,6,AUTI240001,4166.62,05AAECK5765H1ZE,12,30049011,0,500,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,2025-12-28,2025-05-08,2025-01-02,6,6,TI725AAA2526,6,DMC250001,674.76,05AAECK5765H1ZE,12,17049030,0,150,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA MULETHI CHURNA 100 GM -T,दिव्य मुलेठी चूर्ण 100 ग्राम,2027-02-27,2025-05-08,2025-03-09,25,2.5,TI725AAA2526,2.5,BMLC250016,1145.81,05AAECK5765H1ZE,5,30049011,0,55,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),2026-08-04,2025-05-08,2025-02-10,24,2.5,TI725AAA2526,2.5,CASY250002,2100.67,05AAECK5765H1ZE,5,13019013,0,120,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SAUNDARYA ALOEVERA GEL 60ML T.O. (5+1),सौंदर्य एलोवेरा जेल 60 मि.ली. (ट्रेड ऑफर 5+1),2026-10-13,2025-05-08,2025-04-14,4,9,TI725AAA2526,9,ACCF250006,848.84,05AAECK5765H1ZE,18,33049910,0,250,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,2026-03-06,2025-05-08,2025-03-06,12,2.5,TI725AAA2526,2.5,ABLX250021,777.36,05AAECK5765H1ZE,5,8112010,0,90,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA LIVOGRIT 60 N - T,दिव्य लिवोग्रिट 60 नग,2028-02-13,2025-05-08,2025-02-28,20,6,TI725AAA2526,6,BLGT250011,4124.98,05AAECK5765H1ZE,12,30049011,0,275,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DIVYA PEEDANIL SPRAY 100 ML - T,दिव्य पीड़ानिल स्प्रे 100 मि.ली.,2026-02-23,2025-05-08,2024-03-05,12,6,TI725AAA2526,6,AYC2401,1790.94,05AAECK5765H1ZE,12,30049011,0,199,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2027-02-25,2025-05-08,2025-03-25,25,2.5,TI725AAA2526,2.5,ATPC250040,749.97,05AAECK5765H1ZE,5,30049011,0,40,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BALM 25 GM (144 PC),बाम 25 ग्राम (144 नग),2028-02-10,2025-05-08,2025-02-10,12,6,TI725AAA2526,6,AV12500002,528.33,05AAECK5765H1ZE,12,30049011,0,60,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
KESH K. MILK PR. HAIR CLEANSER 180ML T.O,केश कान्ति मिल्क प्रोटीन हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),2027-03-22,2025-05-08,2025-03-22,18,9,TI725AAA2526,9,ABTX250004,1686.88,05AAECK5765H1ZE,18,33051090,0,120,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
HERBAL SUHAG TEEKA (NEW),हर्बल सुहाग टीका (नया),2026-10-01,2025-05-08,2024-10-11,12,0,TI725AAA2526,0,AJV2400012,769.2,05AAECK5765H1ZE,0,33049940,0,75,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,2026-09-16,2025-05-08,2025-03-25,22,9,TI725AAA2526,9,AAHP250136,1718.03,05AAECK5765H1ZE,18,33049910,0,100,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,2026-09-07,2025-05-08,2025-03-16,2,9,TI725AAA2526,9,AAHP250112,156.18,05AAECK5765H1ZE,18,33049910,0,100,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-11-01,2025-05-08,2025-05-05,1,9,TI726AAA2526,9,E425/BP1,851.96,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-10-27,2025-05-08,2025-04-30,1,9,TI726AAA2526,9,DW25/BP1,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
CREAMFEAST ELAICHI BISCUIT 32.5 GM,क्रीमफीस्ट इलायची बिस्किट 32.5 ग्राम,2025-10-27,2025-05-08,2025-04-30,1,9,TI726AAA2526,9,DV25/BP1,613.41,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
CREAMFEAST CHOCO BISCUIT 32.5 GM,क्रीमफीस्ट चोको बिस्किट 32.5 ग्राम,2025-10-27,2025-05-08,2025-04-30,1,9,TI726AAA2526,9,DQ25/BP1,613.41,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
NARIYAL BISCUIT 68 GM,नारियल बिस्किट 68 ग्राम,2025-10-23,2025-05-08,2025-04-26,1,9,TI726AAA2526,9,DU25/AV9,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
ATTA NOODLES CHATPATA FAMILY PACK 240 GM,आटा नूडल्स चटपटा फैमिली पैक 240 ग्राम,2026-01-16,2025-05-14,2025-04-21,2,6,TI846AAA2526,6,CHF210425,1804.72,05AAECK5765H1ZE,12,19022090,0,48,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2026-01-23,2025-05-14,2025-04-28,1,6,TI846AAA2526,6,PGD2500148,1768.77,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
AMLA PICKLE 1 KG,आंवला अचार 1 किग्रा,2026-03-05,2025-05-14,2025-03-05,1,6,TI846AAA2526,6,ABA2500004,1439.29,05AAECK5765H1ZE,12,20019000,0,200,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MOONG CHILKA 1000 GM (R1),मूंग दाल छिलका 1000 ग्राम,2025-12-15,2025-05-14,2025-03-20,1,2.5,TI846AAA2526,2.5,BPRMC25004,1353.87,05AAECK5765H1ZE,5,7133190,0,158,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
BURA 1 KG,बूरा 1 किग्रा,2026-01-11,2025-05-14,2025-04-16,1,2.5,TI846AAA2526,2.5,AKI2500044,2038.68,05AAECK5765H1ZE,5,17029090,0,75,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,2028-04-10,2025-05-14,2025-04-11,1,9,TI846AAA2526,9,AAYX250010,1173.3,05AAECK5765H1ZE,18,34011990,0,60,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2026-04-09,2025-05-14,2025-04-14,2,2.5,TI846AAA2526,2.5,N2B2500031,3805.45,05AAECK5765H1ZE,5,15149920,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2026-01-16,2025-05-14,2025-04-21,1,2.5,TI846AAA2526,2.5,BR2A250014,1885.09,05AAECK5765H1ZE,5,15121910,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
APPLE VINEGAR WITH HALDI & GINGER 500 ML,सेब का सिरका हल्दी और अदरक युक्त 500 मि.ली.,2026-04-03,2025-05-14,2025-04-03,1,9,TI846AAA2526,9,ABVO250004,3342.33,05AAECK5765H1ZE,18,22090090,0,175,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2025-10-10,2025-05-14,2025-04-13,1,2.5,TI846AAA2526,2.5,AHV2500013,3164.38,05AAECK5765H1ZE,5,11010000,0,180,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,2025-09-08,2025-05-14,2025-04-11,1,2.5,TI846AAA2526,2.5,DF25/SGB,1028.16,05AAECK5765H1ZE,5,19054000,0,50,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
PUSHTAHAR DALIA 500 G,पुष्टाहार दलिया 500 ग्राम,2025-12-19,2025-05-14,2025-03-24,1,2.5,TI846AAA2526,2.5,PDCQ250023,1279.53,05AAECK5765H1ZE,5,11031900,0,50,0,KANHA JI DISTRIBUTORS,file2_2025-apr-sep
